Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Year,Month,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
32585,2011-01-13-C-32NM,201101,20110107330500,07330500,20-1101NM-MX-029-0743-07330500,073.3 050.0,1,OCO,-2.184000,01/29/2011,2011,1,40572,29,12/30/1899 07:43:00,35.640000,35,38.400000,N,-121.263333,-121,15.800000,W,73.3,73.300000,73.300000,50.0,50.000000,50.100000,43,,,RV NEW HORIZON,32NM,MX,76,752,,73.3 50.0,3101,1101,35.10000,,,,,,,,,,26,13,1018.100,11.80000,10.00000,,,,
32586,2011-01-13-C-32NM,201101,20110107330550,07330550,20-1101NM-MX-029-1101-07330550,073.3 055.0,1,OCO,-21.66800,01/29/2011,2011,1,40572,29,12/30/1899 11:01:00,35.478333,35,28.700000,N,-121.610000,-121,36.600000,W,73.3,73.300000,73.300000,55.0,55.000000,55.000000,990,,,RV NEW HORIZON,32NM,MX,77,762,,73.3 55.0,3101,1101,35.40000,,,,,,,,,,25,13,1017.600,11.30000,9.600000,,,,
32587,2011-01-13-C-32NM,201101,20110107330600,07330600,20-1101NM-MX-029-1514-07330600,073.3 060.0,1,OCO,-41.82400,01/29/2011,2011,1,40572,29,12/30/1899 15:14:00,35.310000,35,18.600000,N,-121.966667,-121,58.000000,W,73.3,73.300000,73.300000,60.0,60.000000,60.100000,2503,,,RV NEW HORIZON,32NM,MX,78,772,,73.3 60.0,3101,1101,40.90000,,,,,,,33,6,5,27,19,1018.100,11.70000,10.70000,2,6,8,6
32588,2011-01-13-C-32NM,201101,20110107330700,07330700,20-1101NM-MX-029-2122-07330700,073.3 070.0,1,OCO,-81.42700,01/29/2011,2011,1,40572,29,12/30/1899 21:22:00,34.976667,34,58.600000,N,-122.663333,-122,39.800000,W,73.3,73.300000,73.300000,70.0,70.000000,70.000000,4067,16,,RV NEW HORIZON,32NM,MX,79,782,,73.3 70.0,3101,1101,28.10000,,,,,,,31,5,5,19,9,1019.400,13.00000,12.00000,2,7,8,6
32589,2011-01-13-C-32NM,201101,20110107330800,07330800,20-1101NM-MX-030-0316-07330800,073.3 080.0,1,OCO,-121.5370,01/30/2011,2011,1,40573,30,12/30/1899 03:16:00,34.640000,34,38.400000,N,-123.366667,-123,22.000000,W,73.3,73.300000,73.300000,80.0,80.000000,80.100000,4159,,,RV NEW HORIZON,32NM,MX,80,792,,73.3 80.0,3101,1101,24.70000,,,,,,,,,,18,10,1020.000,14.00000,12.50000,,,,
32590,2011-01-13-C-32NM,201101,20110107330900,07330900,20-1101NM-MX-030-0907-07330900,073.3 090.0,1,OCO,-160.9780,01/30/2011,2011,1,40573,30,12/30/1899 09:07:00,34.308333,34,18.500000,N,-124.055000,-124,3.300000,W,73.3,73.300000,73.300000,90.0,90.000000,89.900000,3180,,,RV NEW HORIZON,32NM,MX,81,802,,73.3 90.0,3101,1101,29.30000,,,,,,,,,,21,13,1019.100,14.50000,12.60000,,,,
32591,2011-01-13-C-32NM,201101,20110107670490,07670490,20-1101NM-MX-028-2345-07670490,076.7 049.0,1,ST,-7.028000,01/28/2011,2011,1,40571,28,12/30/1899 23:45:00,35.086667,35,5.200000,N,-120.775000,-120,46.500000,W,76.7,76.700000,76.700000,49.0,49.000000,49.000000,73,5,,RV NEW HORIZON,32NM,MX,74,732,,76.7 49.0,3101,1101,219.7000,,,,,,,32,4,4,25,26,1015.600,13.00000,11.20000,0,,0,7
32592,2011-01-13-C-32NM,201101,20110107670510,07670510,20-1101NM-MX-029-0148-07670510,076.7 051.0,1,ST,-15.09300,01/29/2011,2011,1,40572,29,12/30/1899 01:48:00,35.023333,35,1.400000,N,-120.920000,-120,55.200000,W,76.7,76.700000,76.700000,51.0,51.000000,51.000000,243,,,RV NEW HORIZON,32NM,MX,75,742,,76.7 51.0,3101,1101,245.1000,,,,,,,,,,25,21,1016.200,12.00000,11.00000,,,,
32593,2011-01-13-C-32NM,201101,20110107670550,07670550,20-1101NM-PR-028-1741-07670550,076.7 055.0,1,ST,-31.06000,01/28/2011,2011,1,40571,28,12/30/1899 17:41:00,34.893333,34,53.600000,N,-121.203333,-121,12.200000,W,76.7,76.700000,76.700000,55.0,55.000000,55.000000,571,7,,RV NEW HORIZON,32NM,PR,73,722,,76.7 55.0,3101,1101,209.0000,623.1000,12/30/1899 12:20:00,12/30/1899 17:57:00,12/30/1899 12:18:00,12/30/1899 17:54:00,+08,30,4,4,26,17,1019.000,13.30000,11.90000,1,3,4,7
32594,2011-01-13-C-32NM,201101,20110107670600,07670600,20-1101NM-MX-028-1305-07670600,076.7 060.0,1,ST,-50.99200,01/28/2011,2011,1,40571,28,12/30/1899 13:05:00,34.726667,34,43.600000,N,-121.553333,-121,33.200000,W,76.7,76.700000,76.700000,60.0,60.000000,60.000000,915,,,RV NEW HORIZON,32NM,MX,72,712,,76.7 60.0,3101,1101,81.60000,,,,,,,,,,27,14,1018.100,11.50000,10.60000,,,,
32595,2011-01-13-C-32NM,201101,20110107670700,07670700,20-1101NM-MX-028-0654-07670700,076.7 070.0,1,ST,-90.71400,01/28/2011,2011,1,40571,28,12/30/1899 06:54:00,34.391667,34,23.500000,N,-122.246667,-122,14.800000,W,76.7,76.700000,76.700000,70.0,70.000000,70.000000,4022,,,RV NEW HORIZON,32NM,MX,71,702,,76.7 70.0,3101,1101,75.40000,,,,,,,,,,26,11,1020.600,12.00000,11.00000,,,,
32596,2011-01-13-C-32NM,201101,20110107670800,07670800,20-1101NM-MX-027-2359-07670800,076.7 080.0,1,ST,-130.4330,01/27/2011,2011,1,40570,27,12/30/1899 23:59:00,34.058333,34,3.500000,N,-122.938333,-122,56.300000,W,76.7,76.700000,76.700000,80.0,80.000000,79.900000,4237,24,,RV NEW HORIZON,32NM,MX,70,692,,76.7 80.0,3101,1101,24.50000,,,,,,,29,4,6,25,7,1021.100,14.10000,13.60000,0,,0,7
32597,2011-01-13-C-32NM,201101,20110107670900,07670900,20-1101NM-PR-027-1757-07670900,076.7 090.0,1,ST,-170.6390,01/27/2011,2011,1,40570,27,12/30/1899 17:57:00,33.720000,33,43.200000,N,-123.635000,-123,38.100000,W,76.7,76.700000,76.700000,90.0,90.000000,90.000000,4169,17,,RV NEW HORIZON,32NM,PR,69,682,,76.7 90.0,3101,1101,37.30000,508.0000,12/30/1899 12:25:00,12/30/1899 18:07:00,12/30/1899 12:27:00,12/30/1899 18:04:00,+08,23,3,7,28,4,1023.400,12.50000,11.00000,1,7,7,6
32598,2011-01-13-C-32NM,201101,20110107671000,07671000,20-1101NM-MX-027-1141-07671000,076.7 100.0,1,ST,-210.4520,01/27/2011,2011,1,40570,27,12/30/1899 11:41:00,33.386667,33,23.200000,N,-124.323333,-124,19.400000,W,76.7,76.700000,76.700000,100.0,100.000000,100.000000,4575,,,RV NEW HORIZON,32NM,MX,68,672,,76.7 100.0,3101,1101,30.30000,,,,,,,,,,10,2,1021.100,12.50000,11.50000,,,,
32599,2011-01-13-C-32NM,201101,20110108000505,08000505,20-1101NM-MX-025-1708-08000505,080.0 050.5,1,SCO,-1.005000,01/25/2011,2011,1,40568,25,12/30/1899 17:08:00,34.460000,34,27.600000,N,-120.486667,-120,29.200000,W,80.0,80.000000,80.000000,50.5,50.500000,50.500000,25,,,RV NEW HORIZON,32NM,MX,60,592,,80.0 50.5,3101,1101,40.50000,,,,,,,23,1,3,34,3,1017.200,15.10000,13.00000,0,,0,6
32600,2011-01-13-C-32NM,201101,20110108000510,08000510,20-1101NM-PR-025-1800-08000510,080.0 051.0,1,ST,-2.763000,01/25/2011,2011,1,40568,25,12/30/1899 18:00:00,34.451667,34,27.100000,N,-120.525000,-120,31.500000,W,80.0,80.000000,80.000000,51.0,51.000000,51.000000,77,10,,RV NEW HORIZON,32NM,PR,61,602,,80.0 51.0,3101,1101,169.9000,934.2000,12/30/1899 12:15:00,12/30/1899 18:02:00,12/30/1899 12:14:00,12/30/1899 17:55:00,+08,28,2,6,9,4,1017.500,13.40000,12.70000,0,,0,6
32601,2011-01-13-C-32NM,201101,20110108000550,08000550,20-1101NM-MX-025-2102-08000550,080.0 055.0,1,ST,-18.55600,01/25/2011,2011,1,40568,25,12/30/1899 21:02:00,34.318333,34,19.100000,N,-120.800000,-120,48.000000,W,80.0,80.000000,80.000000,55.0,55.000000,55.000000,747,5,,RV NEW HORIZON,32NM,MX,62,612,,80.0 55.0,3101,1101,227.1000,,,,,,,28,3,6,24,3,1016.100,15.00000,13.60000,1,7,2,6
32602,2011-01-13-C-32NM,201101,20110108000600,08000600,20-1101NM-MX-026-0120-08000600,080.0 060.0,1,ST,-38.88500,01/26/2011,2011,1,40569,26,12/30/1899 01:20:00,34.146667,34,8.800000,N,-121.153333,-121,9.200000,W,80.0,80.000000,80.000000,60.0,60.000000,60.100000,2210,,,RV NEW HORIZON,32NM,MX,63,622,,80.0 60.0,3101,1101,494.5000,,,,,,,28,3,6,31,3,1015.300,13.20000,12.30000,0,,0,6
32603,2011-01-13-C-32NM,201101,20110108000700,08000700,20-1101NM-MX-026-0808-08000700,080.0 070.0,1,ST,-78.44300,01/26/2011,2011,1,40569,26,12/30/1899 08:08:00,33.816667,33,49.000000,N,-121.841667,-121,50.500000,W,80.0,80.000000,80.000000,70.0,70.000000,70.000000,3631,,,RV NEW HORIZON,32NM,MX,64,632,,80.0 70.0,3101,1101,49.10000,,,,,,,,,,30,4,1017.000,13.30000,12.30000,,,,
32604,2011-01-13-C-32NM,201101,20110108000800,08000800,20-1101NM-MX-026-1437-08000800,080.0 080.0,1,ST,-118.1070,01/26/2011,2011,1,40569,26,12/30/1899 14:37:00,33.491667,33,29.500000,N,-122.533333,-122,32.000000,W,80.0,80.000000,80.000000,80.0,80.000000,79.900000,4003,,,RV NEW HORIZON,32NM,MX,65,642,,80.0 80.0,3101,1101,32.60000,,,,,,,,,,31,7,1017.400,12.50000,11.50000,,,,
32605,2011-01-13-C-32NM,201101,20110108000900,08000900,20-1101NM-MX-026-2157-08000900,080.0 090.0,1,ST,-158.4270,01/26/2011,2011,1,40569,26,12/30/1899 21:57:00,33.146667,33,8.800000,N,-123.223333,-123,13.400000,W,80.0,80.000000,80.000000,90.0,90.000000,90.100000,4240,16,,RV NEW HORIZON,32NM,MX,66,652,,80.0 90.0,3101,1101,39.50000,,,,,,,32,2,5,35,6,1018.700,12.80000,12.20000,2,7,8,6
32606,2011-01-13-C-32NM,201101,20110108001000,08001000,20-1101NM-MX-027-0538-08001000,080.0 100.0,1,ST,-198.2580,01/27/2011,2011,1,40570,27,12/30/1899 05:38:00,32.816667,32,49.000000,N,-123.910000,-123,54.600000,W,80.0,80.000000,80.000000,100.0,100.000000,100.000000,4346,,,RV NEW HORIZON,32NM,MX,67,662,,80.0 100.0,3101,1101,49.50000,,,,,,,,,,33,3,1019.700,11.00000,10.00000,,,,
32607,2011-01-13-C-32NM,201101,20110108170435,08170435,20-1101NM-MX-025-0836-08170435,081.7 043.5,1,SCO,-0.848000,01/25/2011,2011,1,40568,25,12/30/1899 08:36:00,34.403333,34,24.200000,N,-119.801667,-119,48.100000,W,81.7,81.700000,81.700000,43.5,43.500000,43.500000,22,,,RV NEW HORIZON,32NM,MX,58,572,,81.7 43.5,3101,1101,36.90000,,,,,,,,,,35,3,1016.100,13.30000,11.00000,,,,
32608,2011-01-13-C-32NM,201101,20110108180469,08180469,20-1101NM-MX-025-1218-08180469,081.8 046.9,1,ST,-14.20800,01/25/2011,2011,1,40568,25,12/30/1899 12:18:00,34.281667,34,16.900000,N,-120.038333,-120,2.300000,W,81.8,81.800000,81.700000,46.9,46.900000,47.000000,582,,,RV NEW HORIZON,32NM,MX,59,582,,81.8 46.9,3101,1101,110.5000,,,,,,,,,,9,3,1016.100,14.40000,13.00000,,,,
32609,2011-01-13-C-32NM,201101,20110108330394,08330394,20-1101NM-MX-025-0527-08330394,083.3 039.4,1,SCO,-1.227000,01/25/2011,2011,1,40568,25,12/30/1899 05:27:00,34.258333,34,15.500000,N,-119.325000,-119,19.500000,W,83.3,83.300000,83.300000,39.4,39.400000,39.400000,21,,,RV NEW HORIZON,32NM,MX,57,562,,83.3 39.4,3101,1101,55.20000,,,,,,,,,,30,5,1016.700,13.20000,11.00000,,,,
32610,2011-01-13-C-32NM,201101,20110108330406,08330406,20-1101NM-MX-025-0355-08330406,083.3 040.6,1,ST,-6.016000,01/25/2011,2011,1,40568,25,12/30/1899 03:55:00,34.223333,34,13.400000,N,-119.413333,-119,24.800000,W,83.3,83.300000,83.300000,40.6,40.600000,40.600000,41,,,RV NEW HORIZON,32NM,MX,56,552,,83.3 40.6,3101,1101,77.30000,,,,,,,,,,25,2,1016.200,14.60000,13.40000,,,,
32611,2011-01-13-C-32NM,201101,20110108330420,08330420,20-1101NM-MX-025-0154-08330420,083.3 042.0,1,ST,-11.52100,01/25/2011,2011,1,40568,25,12/30/1899 01:54:00,34.178333,34,10.700000,N,-119.510000,-119,30.600000,W,83.3,83.300000,83.300000,42.0,42.000000,42.000000,124,,,RV NEW HORIZON,32NM,MX,55,542,,83.3 42.0,3101,1101,157.0000,,,,,,,,,,25,1,1015.600,14.60000,13.40000,,,,
32612,2011-01-13-C-32NM,201101,20110108330510,08330510,20-1101NM-PR-024-1937-08330510,083.3 051.0,1,ST,-47.57900,01/24/2011,2011,1,40567,24,12/30/1899 19:37:00,33.878333,33,52.700000,N,-120.138333,-120,8.300000,W,83.3,83.300000,83.300000,51.0,51.000000,51.100000,104,11,,RV NEW HORIZON,32NM,PR,54,532,,83.3 51.0,3101,1101,58.20000,430.6000,12/30/1899 12:22:00,12/30/1899 17:45:00,12/30/1899 12:13:00,12/30/1899 17:47:00,+08,29,2,6,24,11,1016.600,18.10000,14.70000,1,7,1,7
32613,2011-01-13-C-32NM,201101,20110108330550,08330550,20-1101NM-MX-024-1514-08330550,083.3 055.0,1,ST,-63.64000,01/24/2011,2011,1,40567,24,12/30/1899 15:14:00,33.748333,33,44.900000,N,-120.420000,-120,25.200000,W,83.3,83.300000,83.300000,55.0,55.000000,55.100000,1099,12,,RV NEW HORIZON,32NM,MX,53,522,,83.3 55.0,3101,1101,64.10000,,,,,,,29,5,5,25,18,1015.500,14.50000,12.00000,0,,0,7
32614,2011-01-13-C-32NM,201101,20110108330600,08330600,20-1101NM-MX-024-1032-08330600,083.3 060.0,1,ST,-83.31100,01/24/2011,2011,1,40567,24,12/30/1899 10:32:00,33.573333,33,34.400000,N,-120.753333,-120,45.200000,W,83.3,83.300000,83.300000,60.0,60.000000,60.000000,1385,,,RV NEW HORIZON,32NM,MX,52,512,,83.3 60.0,3101,1101,52.20000,,,,,,,,,,27,16,1016.900,14.00000,12.00000,,,,
32615,2011-01-13-C-32NM,201101,20110108330700,08330700,20-1101NM-MX-024-0418-08330700,083.3 070.0,1,ST,-123.1390,01/24/2011,2011,1,40567,24,12/30/1899 04:18:00,33.243333,33,14.600000,N,-121.443333,-121,26.600000,W,83.3,83.300000,83.300000,70.0,70.000000,70.000000,3806,,,RV NEW HORIZON,32NM,MX,51,502,,83.3 70.0,3101,1101,26.70000,,,,,,,,,,30,8,1018.900,14.10000,13.00000,,,,
32616,2011-01-13-C-32NM,201101,20110108330800,08330800,20-1101NM-MX-023-2147-08330800,083.3 080.0,1,ST,-162.7720,01/23/2011,2011,1,40566,23,12/30/1899 21:47:00,32.911667,32,54.700000,N,-122.125000,-122,7.500000,W,83.3,83.300000,83.300000,80.0,80.000000,80.000000,4187,28,,RV NEW HORIZON,32NM,MX,50,492,,83.3 80.0,3101,1101,23.20000,,,,,,,34,3,6,1,10,1017.500,15.90000,15.00000,1,7,3,7
32617,2011-01-13-C-32NM,201101,20110108330900,08330900,20-1101NM-PR-023-1639-08330900,083.3 090.0,1,ST,-202.5690,01/23/2011,2011,1,40566,23,12/30/1899 16:39:00,32.578333,32,34.700000,N,-122.806667,-122,48.400000,W,83.3,83.300000,83.300000,90.0,90.000000,89.900000,4278,16,,RV NEW HORIZON,32NM,PR,49,482,,83.3 90.0,3101,1101,41.80000,217.7000,12/30/1899 12:15:00,12/30/1899 17:55:00,12/30/1899 12:23:00,12/30/1899 18:02:00,+08,33,3,8,27,3,1016.400,13.90000,12.30000,1,6,7,7
32618,2011-01-13-C-32NM,201101,20110108331000,08331000,20-1101NM-MX-023-0912-08331000,083.3 100.0,1,ST,-242.5620,01/23/2011,2011,1,40566,23,12/30/1899 09:12:00,32.240000,32,14.400000,N,-123.486667,-123,29.200000,W,83.3,83.300000,83.300000,100.0,100.000000,100.000000,4202,,,RV NEW HORIZON,32NM,MX,48,472,,83.3 100.0,3101,1101,31.00000,,,,,,,,,,27,10,1014.500,13.40000,12.00000,,,,
32619,2011-01-13-C-32NM,201101,20110108331100,08331100,20-1101NM-MX-023-0203-08331100,083.3 110.0,1,ST,-282.4990,01/23/2011,2011,1,40566,23,12/30/1899 02:03:00,31.911667,31,54.700000,N,-124.170000,-124,10.200000,W,83.3,83.300000,83.300000,110.0,110.000000,110.000000,4204,,,RV NEW HORIZON,32NM,MX,47,462,,83.3 110.0,3101,1101,30.10000,,,,,,,,,,27,8,1014.900,13.00000,12.00000,,,,
32620,2011-01-13-C-32NM,201101,20110108540358,08540358,20-1101NM-MX-020-1007-08540358,085.4 035.8,1,SCO,-1.060000,01/20/2011,2011,1,40563,20,12/30/1899 10:07:00,34.011667,34,0.700000,N,-118.845000,-118,50.700000,W,85.4,85.400000,85.400000,35.8,35.800000,36.000000,48,,,RV NEW HORIZON,32NM,MX,35,342,,85.4 35.8,3101,1101,118.6000,,,,,,,,,,12,2,1015.100,14.50000,12.90000,,,,
32621,2011-01-13-C-32NM,201101,20110108670330,08670330,20-1101NM-MX-020-0639-08670330,086.7 033.0,1,ST,-3.821000,01/20/2011,2011,1,40563,20,12/30/1899 06:39:00,33.890000,33,53.400000,N,-118.500000,-118,30.000000,W,86.7,86.700000,86.700000,33.0,33.000000,33.100000,59,,,RV NEW HORIZON,32NM,MX,34,332,,86.7 33.0,3101,1101,125.5000,,,,,,,,,,8,6,1013.500,15.00000,13.20000,,,,
32622,2011-01-13-C-32NM,201101,20110108670350,08670350,20-1101NM-MX-020-1245-08670350,086.7 035.0,1,ST,-11.49200,01/20/2011,2011,1,40563,20,12/30/1899 12:45:00,33.823333,33,49.400000,N,-118.631667,-118,37.900000,W,86.7,86.700000,86.700000,35.0,35.000000,35.000000,687,,,RV NEW HORIZON,32NM,MX,36,352,,86.7 35.0,3101,1101,83.90000,,,,,,,,,,9,1,1015.500,14.50000,13.00000,,,,
32623,2011-01-13-C-32NM,201101,20110108670400,08670400,20-1101NM-PR-020-1743-08670400,086.7 040.0,1,ST,-31.42700,01/20/2011,2011,1,40563,20,12/30/1899 17:43:00,33.653333,33,39.200000,N,-118.975000,-118,58.500000,W,86.7,86.700000,86.700000,40.0,40.000000,40.000000,711,10,,RV NEW HORIZON,32NM,PR,37,362,,86.7 40.0,3101,1101,164.5000,772.2000,12/30/1899 12:05:00,12/30/1899 17:45:00,12/30/1899 12:07:00,12/30/1899 17:45:00,+08,27,4,8,26,7,1017.800,16.10000,14.20000,0,,0,7
32624,2011-01-13-C-32NM,201101,20110108670450,08670450,20-1101NM-MX-020-2217-08670450,086.7 045.0,1,ST,-51.04700,01/20/2011,2011,1,40563,20,12/30/1899 22:17:00,33.490000,33,29.400000,N,-119.315000,-119,18.900000,W,86.7,86.700000,86.700000,45.0,45.000000,45.000000,1645,15,,RV NEW HORIZON,32NM,MX,38,372,,86.7 45.0,3101,1101,39.10000,,,,,,,27,4,7,26,3,1016.200,17.00000,13.50000,0,0,3,7
32625,2011-01-13-C-32NM,201101,20110108670500,08670500,20-1101NM-MX-021-0246-08670500,086.7 050.0,1,ST,-71.42300,01/21/2011,2011,1,40564,21,12/30/1899 02:46:00,33.321667,33,19.300000,N,-119.668333,-119,40.100000,W,86.7,86.700000,86.700000,50.0,50.000000,50.100000,80,,,RV NEW HORIZON,32NM,MX,39,382,,86.7 50.0,3101,1101,160.7000,,,,,,,,,,27,3,1016.900,13.50000,12.00000,,,,
32626,2011-01-13-C-32NM,201101,20110108670550,08670550,20-1101NM-MX-021-0707-08670550,086.7 055.0,1,ST,-90.88300,01/21/2011,2011,1,40564,21,12/30/1899 07:07:00,33.158333,33,9.500000,N,-120.003333,-120,0.200000,W,86.7,86.700000,86.700000,55.0,55.000000,54.900000,1202,,,RV NEW HORIZON,32NM,MX,40,392,,86.7 55.0,3101,1101,48.80000,,,,,,,,,,28,11,1017.600,14.00000,11.00000,,,,
32627,2011-01-13-C-32NM,201101,20110108670600,08670600,20-1101NM-MX-021-1151-08670600,086.7 060.0,1,ST,-110.7820,01/21/2011,2011,1,40564,21,12/30/1899 11:51:00,32.993333,32,59.600000,N,-120.346667,-120,20.800000,W,86.7,86.700000,86.700000,60.0,60.000000,59.900000,722,,,RV NEW HORIZON,32NM,MX,41,402,,86.7 60.0,3101,1101,25.20000,,,,,,,,,,27,11,1016.200,14.00000,11.90000,,,,
32628,2011-01-13-C-32NM,201101,20110108670700,08670700,20-1101NM-PR-021-1847-08670700,086.7 070.0,1,ST,-150.6010,01/21/2011,2011,1,40564,21,12/30/1899 18:47:00,32.658333,32,39.500000,N,-121.028333,-121,1.700000,W,86.7,86.700000,86.700000,70.0,70.000000,69.900000,3790,18,,RV NEW HORIZON,32NM,PR,42,412,,86.7 70.0,3101,1101,28.70000,272.2000,12/30/1899 12:10:00,12/30/1899 17:55:00,12/30/1899 12:15:00,12/30/1899 17:53:00,+08,10,4,6,27,7,1018.300,15.20000,13.90000,0,,0,7
32629,2011-01-13-C-32NM,201101,20110108670800,08670800,20-1101NM-MX-022-0117-08670800,086.7 080.0,1,ST,-190.9980,01/22/2011,2011,1,40565,22,12/30/1899 01:17:00,32.320000,32,19.200000,N,-121.718333,-121,43.100000,W,86.7,86.700000,86.700000,80.0,80.000000,80.100000,4067,,,RV NEW HORIZON,32NM,MX,43,422,,86.7 80.0,3101,1101,21.90000,,,,,,,29,4,6,27,8,1016.300,15.00000,13.30000,0,2,3,7
32630,2011-01-13-C-32NM,201101,20110108670900,08670900,20-1101NM-MX-022-0741-08670900,086.7 090.0,1,ST,-230.4000,01/22/2011,2011,1,40565,22,12/30/1899 07:41:00,31.991667,31,59.500000,N,-122.390000,-122,23.400000,W,86.7,86.700000,86.700000,90.0,90.000000,89.900000,4087,,,RV NEW HORIZON,32NM,MX,44,432,,86.7 90.0,3101,1101,21.30000,,,,,,,,,,27,12,1016.400,14.50000,13.00000,,,,
32631,2011-01-13-C-32NM,201101,20110108671000,08671000,20-1101NM-MX-022-1342-08671000,086.7 100.0,1,ST,-270.6580,01/22/2011,2011,1,40565,22,12/30/1899 13:42:00,31.653333,31,39.200000,N,-123.071667,-123,4.300000,W,86.7,86.700000,86.700000,100.0,100.000000,100.000000,4131,,,RV NEW HORIZON,32NM,MX,45,442,,86.7 100.0,3101,1101,25.10000,,,,,,,,,,24,10,1015.300,14.10000,12.70000,,,,
32632,2011-01-13-C-32NM,201101,20110108671100,08671100,20-1101NM-PR-022-1946-08671100,086.7 110.0,1,ST,-310.2560,01/22/2011,2011,1,40565,22,12/30/1899 19:46:00,31.323333,31,19.400000,N,-123.741667,-123,44.500000,W,86.7,86.700000,86.700000,110.0,110.000000,110.000000,3872,32,,RV NEW HORIZON,32NM,PR,46,452,,86.7 110.0,3101,1101,24.00000,111.6000,12/30/1899 12:45:00,12/30/1899 18:05:00,12/30/1899 12:26:00,12/30/1899 18:06:00,+08,33,3,4,32,6,1016.700,15.50000,13.90000,1,3,2,7
32633,2011-01-13-C-32NM,201101,20110108680325,08680325,20-1101NM-MX-020-0539-08680325,086.8 032.5,1,SCO,-1.887000,01/20/2011,2011,1,40563,20,12/30/1899 05:39:00,33.888333,33,53.300000,N,-118.445000,-118,26.700000,W,86.8,86.800000,86.800000,32.5,32.500000,32.500000,28,,,RV NEW HORIZON,32NM,MX,33,322,,86.8 32.5,3101,1101,77.60000,,,,,,,,,,4,5,1013.200,15.00000,13.20000,,,,
32634,2011-01-13-C-32NM,201101,20110108850301,08850301,20-1101NM-MX-020-0153-08850301,088.5 030.1,1,SCO,-1.958000,01/20/2011,2011,1,40563,20,12/30/1899 01:53:00,33.680000,33,40.800000,N,-118.083333,-118,5.000000,W,88.5,88.500000,88.500000,30.1,30.100000,30.100000,19,,,RV NEW HORIZON,32NM,MX,32,312,,88.5 30.1,3101,1101,45.90000,,,,,,,,,,8,6,1011.500,14.10000,13.00000,,,,
32635,2011-01-13-C-32NM,201101,20110109000277,09000277,20-1101NM-MX-019-2311-09000277,090.0 027.7,1,SCO,-0.436000,01/19/2011,2011,1,40562,19,12/30/1899 23:11:00,33.495000,33,29.700000,N,-117.750000,-117,45.000000,W,90.0,90.000000,90.000000,27.7,27.700000,27.700000,29,,,RV NEW HORIZON,32NM,MX,31,302,,90.0 27.7,3101,1101,136.8000,,,,,,,16,1,3,10,3,1010.800,14.50000,13.50000,2,7,8,6
32636,2011-01-13-C-32NM,201101,20110109000280,09000280,20-1101NM-MX-019-2129-09000280,090.0 028.0,1,ST,-1.645000,01/19/2011,2011,1,40562,19,12/30/1899 21:29:00,33.483333,33,29.000000,N,-117.770000,-117,46.200000,W,90.0,90.000000,90.000000,28.0,28.000000,28.000000,76,5,,RV NEW HORIZON,32NM,MX,30,292,,90.0 28.0,3101,1101,179.7000,,,,,,,32,1,7,10,3,1010.900,14.50000,13.50000,2,7,8,6
32637,2011-01-13-C-32NM,201101,20110109000300,09000300,20-1101NM-PR-019-1816-09000300,090.0 030.0,1,ST,-9.592000,01/19/2011,2011,1,40562,19,12/30/1899 18:16:00,33.418333,33,25.100000,N,-117.908333,-117,54.500000,W,90.0,90.000000,90.000000,30.0,30.000000,30.000000,615,11,,RV NEW HORIZON,32NM,PR,29,282,,90.0 30.0,3101,1101,51.10000,253.6000,12/30/1899 12:05:00,12/30/1899 17:44:00,12/30/1899 12:02:00,12/30/1899 17:39:00,+08,33,1,9,8,7,1012.800,14.50000,13.20000,2,7,8,7
32638,2011-01-13-C-32NM,201101,20110109000350,09000350,20-1101NM-MX-019-1411-09000350,090.0 035.0,1,ST,-28.98500,01/19/2011,2011,1,40562,19,12/30/1899 14:11:00,33.256667,33,15.400000,N,-118.243333,-118,14.600000,W,90.0,90.000000,90.000000,35.0,35.000000,34.900000,261,,,RV NEW HORIZON,32NM,MX,28,272,,90.0 35.0,3101,1101,52.40000,,,,,,,,,,11,3,1011.300,14.00000,13.40000,,,,
32639,2011-01-13-C-32NM,201101,20110109000370,09000370,20-1101NM-MX-019-1109-09000370,090.0 037.0,1,ST,-37.65600,01/19/2011,2011,1,40562,19,12/30/1899 11:09:00,33.185000,33,11.100000,N,-118.393333,-118,23.600000,W,90.0,90.000000,90.000000,37.0,37.000000,37.100000,1184,,,RV NEW HORIZON,32NM,MX,27,262,,90.0 37.0,3101,1101,43.00000,,,,,,,,,,29,6,1012.000,14.00000,13.90000,,,,
