Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Year,Month,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
33142,2012-10-19-C-32NM,201210,20121009000900,09000900,20-1210NM-MX-297-0536-09000900,090.0 090.0,4,ST,-248.9160,10/24/2012,2012,10,37553,297,12/30/1899 05:36:58,31.415070,31,24.904000,N,-121.997670,-121,59.860000,W,090.0,90.000000,90.000000,090.0,90.000000,90.100000,3911,,,RV NEW HORIZON,32NM,MX,21,262,1,90.0 90.0,3101,1210,24.00000,,,,,,,,,,32,11,1017.100,17.60000,15.00000,,,,
33143,2012-10-19-C-32NM,201210,20121009001000,09001000,20-1210NM-MX-296-2222-09001000,090.0 100.0,4,ST,-288.5670,10/23/2012,2012,10,37552,296,12/30/1899 22:22:15,31.083500,31,5.010000,N,-122.666100,-122,39.966000,W,090.0,90.000000,90.000000,100.0,100.000000,100.100000,4025,36,,RV NEW HORIZON,32NM,MX,20,247,1,90.0 100.0,3101,1210,17.10000,,,,,,,33,2,5,34,10,1016.000,20.00000,16.10000,1,2,4,8
33144,2012-10-19-C-32NM,201210,20121009001100,09001100,20-1210NM-PR-296-1713-09001100,090.0 110.0,4,ST,-328.1640,10/23/2012,2012,10,37552,296,12/30/1899 17:13:44,30.755020,30,45.301000,N,-123.333120,-123,19.987000,W,090.0,90.000000,90.000000,110.0,110.000000,110.000000,4039,32,,RV NEW HORIZON,32NM,PR,19,238,1,90.0 110.0,3101,1210,17.40000,222.2000,12/30/1899 12:02:00,12/30/1899 17:57:00,12/30/1899 11:56:00,12/30/1899 17:57:00,+8,30,2,6,2,4,1018.200,19.90000,15.40000,1,2,4,8
33145,2012-10-19-C-32NM,201210,20121009001200,09001200,20-1210NM-MX-296-0942-09001200,090.0 120.0,4,ST,-368.0500,10/23/2012,2012,10,37552,296,12/30/1899 09:42:30,30.421030,30,25.262000,N,-124.000380,-124,0.023000,W,090.0,90.000000,90.000000,120.0,120.000000,120.000000,4320,,,RV NEW HORIZON,32NM,MX,18,219,1,90.0 120.0,3101,1210,19.80000,,,,,,,,,,36,11,1016.900,18.00000,15.70000,,,,
33146,2012-10-19-C-32NM,201210,20121009170264,09170264,20-1210NM-MX-293-0253-09170264,091.7 026.4,4,ST,-1.518000,10/20/2012,2012,10,37549,293,12/30/1899 02:53:12,33.246180,33,14.771000,N,-117.465420,-117,27.925000,W,091.7,91.700000,91.700000,026.4,26.400000,26.400000,20,,,RV NEW HORIZON,32NM,MX,3,32,1,91.7 26.4,3101,1210,12.70000,,,,,,,,,,31,11,1011.700,20.00000,18.30000,,,,
33147,2012-10-19-C-32NM,201210,20121009330267,09330267,20-1210NM-MX-292-2208-09330267,093.3 026.7,4,ST,-2.167000,10/19/2012,2012,10,37548,292,12/30/1899 22:08:21,32.958670,32,57.520000,N,-117.307980,-117,18.479000,W,093.3,93.300000,93.300000,026.7,26.700000,26.700000,68,18,,RV NEW HORIZON,32NM,MX,1,12,1,93.3 26.7,3101,1210,31.20000,,,,,,,28,2,7,30,5,1011.800,21.10000,19.70000,2,6,8,7
33148,2012-10-19-C-32NM,201210,20121009330280,09330280,20-1210NM-MX-293-0702-09330280,093.3 028.0,4,ST,-7.072000,10/20/2012,2012,10,37549,293,12/30/1899 07:02:07,32.916400,32,54.984000,N,-117.391420,-117,23.485000,W,093.3,93.300000,93.300000,028.0,28.000000,27.900000,658,,,RV NEW HORIZON,32NM,MX,4,40,1,93.3 28.0,3101,1210,38.60000,,,,,,,,,,23,1,1011.600,20.10000,18.20000,,,,
33149,2012-10-19-C-32NM,201210,20121009330300,09330300,20-1210NM-MX-293-1131-09330300,093.3 030.0,4,ST,-15.16000,10/20/2012,2012,10,37549,293,12/30/1899 11:31:32,32.848300,32,50.898000,N,-117.529980,-117,31.799000,W,093.3,93.300000,93.300000,030.0,30.000000,30.000000,855,,,RV NEW HORIZON,32NM,MX,5,56,1,93.3 30.0,3101,1210,24.10000,,,,,,,,,,28,3,1010.600,19.10000,17.80000,,,,
33150,2012-10-19-C-32NM,201210,20121009330350,09330350,20-1210NM-MX-293-1535-09330350,093.3 035.0,4,ST,-34.92200,10/20/2012,2012,10,37549,293,12/30/1899 15:35:46,32.683800,32,41.028000,N,-117.869380,-117,52.163000,W,093.3,93.300000,93.300000,035.0,35.000000,34.900000,644,24,,RV NEW HORIZON,32NM,MX,6,67,1,93.3 35.0,3101,1210,32.10000,,,,,,,27,2,5,26,7,1011.700,19.00000,16.50000,2,6,8,7
33151,2012-10-19-C-32NM,201210,20121009330400,09330400,20-1210NM-PR-293-1956-09330400,093.3 040.0,4,ST,-54.95800,10/20/2012,2012,10,37549,293,12/30/1899 19:56:23,32.511230,32,30.674000,N,-118.208720,-118,12.523000,W,093.3,93.300000,93.300000,040.0,40.000000,40.000000,1691,24,,RV NEW HORIZON,32NM,PR,7,84,1,93.3 40.0,3101,1210,25.40000,283.5000,12/30/1899 12:38:00,12/30/1899 18:00:00,12/30/1899 12:38:00,12/30/1899 18:39:00,+8,27,2,6,27,9,1010.600,18.00000,17.40000,5,7,8,6
33152,2012-10-19-C-32NM,201210,20121009330450,09330450,20-1210NM-MX-294-0006-09330450,093.3 045.0,4,ST,-75.10300,10/21/2012,2012,10,37550,294,12/30/1899 00:06:14,32.343970,32,20.638000,N,-118.553670,-118,33.220000,W,093.3,93.300000,93.300000,045.0,45.000000,45.000000,1382,19,,RV NEW HORIZON,32NM,MX,8,99,1,93.3 45.0,3101,1210,31.00000,,,,,,,27,2,7,27,9,1009.600,17.90000,17.00000,5,7,8,5
33153,2012-10-19-C-32NM,201210,20121009330500,09330500,20-1210NM-MX-294-0452-09330500,093.3 050.0,4,ST,-94.84800,10/21/2012,2012,10,37550,294,12/30/1899 04:52:49,32.180520,32,10.831000,N,-118.891480,-118,53.489000,W,093.3,93.300000,93.300000,050.0,50.000000,50.000000,1480,,,RV NEW HORIZON,32NM,MX,9,114,1,93.3 50.0,3101,1210,29.90000,,,,,,,,,,27,6,1010.900,17.60000,15.00000,,,,
33154,2012-10-19-C-32NM,201210,20121009330550,09330550,20-1210NM-MX-294-0858-09330550,093.3 055.0,4,ST,-114.9610,10/21/2012,2012,10,37550,294,12/30/1899 08:58:03,32.014080,32,0.845000,N,-119.235000,-119,14.100000,W,093.3,93.300000,93.300000,055.0,55.000000,55.000000,1600,,,RV NEW HORIZON,32NM,MX,10,127,1,93.3 55.0,3101,1210,35.80000,,,,,,,,,,23,4,1011.100,17.90000,16.90000,,,,
33155,2012-10-19-C-32NM,201210,20121009330600,09330600,20-1210NM-MX-294-1257-09330600,093.3 060.0,4,ST,-134.8040,10/21/2012,2012,10,37550,294,12/30/1899 12:57:02,31.850030,31,51.002000,N,-119.573400,-119,34.404000,W,093.3,93.300000,93.300000,060.0,60.000000,60.000000,1927,,,RV NEW HORIZON,32NM,MX,11,139,1,93.3 60.0,3101,1210,28.10000,,,,,,,,,,32,17,1011.300,18.30000,16.00000,,,,
33156,2012-10-19-C-32NM,201210,20121009330700,09330700,20-1210NM-PR-294-1922-09330700,093.3 070.0,4,ST,-174.7500,10/21/2012,2012,10,37550,294,12/30/1899 19:22:01,31.509600,31,30.576000,N,-120.245570,-120,14.734000,W,093.3,93.300000,93.300000,070.0,70.000000,70.000000,3939,26,,RV NEW HORIZON,32NM,PR,12,153,1,93.3 70.0,3101,1210,30.10000,299.5000,12/30/1899 12:20:00,12/30/1899 17:57:00,12/30/1899 11:48:00,12/30/1899 17:49:00,+8,35,5,8,32,15,1014.200,17.30000,14.90000,2,7,8,6
33157,2012-10-19-C-32NM,201210,20121009330800,09330800,20-1210NM-MX-295-0128-09330800,093.3 080.0,4,ST,-214.5360,10/22/2012,2012,10,37551,295,12/30/1899 01:28:02,31.176880,31,10.613000,N,-120.917100,-120,55.026000,W,093.3,93.300000,93.300000,080.0,80.000000,80.000000,3862,,,RV NEW HORIZON,32NM,MX,13,165,1,93.3 80.0,3101,1210,23.90000,,,,,,,32,4,6,33,13,1013.400,17.00000,13.50000,2,6,8,5
33158,2012-10-19-C-32NM,201210,20121009330900,09330900,20-1210NM-MX-295-0713-09330900,093.3 090.0,4,ST,-254.5570,10/22/2012,2012,10,37551,295,12/30/1899 07:13:43,30.844630,30,50.678000,N,-121.591880,-121,35.513000,W,093.3,93.300000,93.300000,090.0,90.000000,90.000000,4104,,,RV NEW HORIZON,32NM,MX,14,174,1,93.3 90.0,3101,1210,25.70000,,,,,,,,,,34,9,1014.100,16.80000,13.50000,,,,
33159,2012-10-19-C-32NM,201210,20121009331000,09331000,20-1210NM-MX-295-1300-09331000,093.3 100.0,4,ST,-293.9040,10/22/2012,2012,10,37551,295,12/30/1899 13:00:53,30.513170,30,30.790000,N,-122.249520,-122,14.971000,W,093.3,93.300000,93.300000,100.0,100.000000,99.900000,4216,,,RV NEW HORIZON,32NM,MX,15,183,1,93.3 100.0,3101,1210,23.90000,,,,,,,,,,27,12,1014.300,17.10000,14.00000,,,,
33160,2012-10-19-C-32NM,201210,20121009331100,09331100,20-1210NM-PR-295-1913-09331100,093.3 110.0,4,ST,-334.1250,10/22/2012,2012,10,37551,295,12/30/1899 19:13:29,30.176300,30,10.578000,N,-122.920800,-122,55.248000,W,093.3,93.300000,93.300000,110.0,110.000000,110.000000,3727,40,,RV NEW HORIZON,32NM,PR,16,195,1,93.3 110.0,3101,1210,20.20000,188.9000,12/30/1899 12:30:00,12/30/1899 18:00:00,12/30/1899 11:56:00,12/30/1899 17:57:00,+8,32,3,9,25,6,1016.700,19.10000,16.50000,1,7,4,8
33161,2012-10-19-C-32NM,201210,20121009331200,09331200,20-1210NM-MX-296-0257-09331200,093.3 120.0,4,ST,-373.7330,10/23/2012,2012,10,37552,296,12/30/1899 02:57:44,29.846200,29,50.772000,N,-123.580700,-123,34.842000,W,093.3,93.300000,93.300000,120.0,120.000000,119.900000,4103,,,RV NEW HORIZON,32NM,MX,17,208,1,93.3 120.0,3101,1210,21.30000,,,,,,,,,,26,7,1015.700,18.90000,17.80000,,,,
33162,2012-10-19-C-32NM,201210,20121009340264,09340264,20-1210NM-MX-293-0020-09340264,093.4 026.4,4,ST,-1.568000,10/20/2012,2012,10,37549,293,12/30/1899 00:20:50,32.953780,32,57.227000,N,-117.280620,-117,16.837000,W,093.4,93.400000,93.400000,026.4,26.400000,26.400000,19,,,RV NEW HORIZON,32NM,MX,2,24,1,93.4 26.4,3101,1210,8.500000,,,,,,,31,1,6,32,6,1011.200,20.90000,18.90000,2,6,8,7
33163,2013-01-09-C-325S,201301,20130106710477,06710477,20-13015S-MX-028-2017-06710477,067.1 047.7,1,ST,-6.541000,01/28/2013,2013,1,37284,28,12/30/1899 20:17:27,36.794320,36,47.659000,N,-121.846820,-121,50.809000,W,067.1,67.100000,67.100000,047.7,47.700000,47.700000,291,8,,RV BELL M SHIMADA,325S,MX,84,1011,2,67.1 47.7,3101,1301,93.30000,,,,,,,30,7,5,22,4,1024.800,11.20000,9.000000,1,7,1,7
33164,2013-01-09-C-325S,201301,20130106670500,06670500,20-13015S-MX-028-2256-06670500,066.7 050.0,1,ST,-15.13200,01/28/2013,2013,1,37284,28,12/30/1899 22:56:21,36.752670,36,45.160000,N,-122.097670,-122,5.860000,W,066.7,66.700000,66.800000,050.0,50.000000,50.700000,1227,8,,RV BELL M SHIMADA,325S,MX,85,1019,2,66.7 50.0,3101,1301,179.9000,,,,,,,31,7,6,31,25,1023.900,10.10000,9.400000,1,7,6,7
33165,2013-01-09-C-325S,201301,20130106670550,06670550,20-13015S-MX-029-0322-06670550,066.7 055.0,1,ST,-32.86500,01/29/2013,2013,1,37285,29,12/30/1899 03:22:44,36.619820,36,37.189000,N,-122.430000,-122,25.800000,W,066.7,66.700000,66.700000,055.0,55.000000,55.200000,2660,,,RV BELL M SHIMADA,325S,MX,86,1031,2,66.7 55.0,3101,1301,154.6000,,,,,,,,,,33,28,1026.300,11.80000,9.500000,,,,
33166,2013-01-09-C-325S,201301,20130106670600,06670600,20-13015S-MX-030-1749-06670600,066.7 060.0,1,ST,-52.18800,01/30/2013,2013,1,37286,30,12/30/1899 17:49:18,36.455820,36,27.349000,N,-122.775000,-122,46.500000,W,066.7,66.700000,66.700000,060.0,60.000000,60.000000,2954,14,,RV BELL M SHIMADA,325S,MX,87,1040,2,66.7 60.0,3101,1301,166.9000,,,,,,,33,8,12,35,16,1028.300,11.90000,10.50000,1,0,2,6
33167,2013-01-09-C-325S,201301,20130106670700,06670700,20-13015S-MX-030-2356-06670700,066.7 070.0,1,ST,-91.34300,01/30/2013,2013,1,37286,30,12/30/1899 23:56:53,36.122000,36,7.320000,N,-123.470670,-123,28.240000,W,066.7,66.700000,66.700000,070.0,70.000000,69.800000,3584,14,,RV BELL M SHIMADA,325S,MX,88,1055,2,66.7 70.0,3101,1301,54.80000,,,,,,,35,8,9,35,18,1026.700,11.50000,10.20000,1,7,3,5
33168,2013-01-09-C-325S,201301,20130106670800,06670800,20-13015S-MX-031-0615-06670800,066.7 080.0,1,ST,-132.2740,01/31/2013,2013,1,37287,31,12/30/1899 06:15:23,35.789670,35,47.380000,N,-124.207170,-124,12.430000,W,066.7,66.700000,66.700000,080.0,80.000000,80.100000,3969,,,RV BELL M SHIMADA,325S,MX,89,1067,2,66.7 80.0,3101,1301,37.10000,,,,,,,,,,35,20,1027.100,11.10000,10.50000,,,,
33169,2013-01-09-C-325S,201301,20130106670900,06670900,20-13015S-MX-031-1326-06670900,066.7 090.0,1,ST,-171.1820,01/31/2013,2013,1,37287,31,12/30/1899 13:26:43,35.461320,35,27.679000,N,-124.895000,-124,53.700000,W,066.7,66.700000,66.700000,090.0,90.000000,89.900000,4403,,,RV BELL M SHIMADA,325S,MX,90,1077,2,66.7 90.0,3101,1301,39.70000,,,,,,,,,,36,20,1025.300,12.00000,10.20000,,,,
33170,2013-01-09-C-325S,201301,20130107000550,07000550,20-13015S-MX-028-1007-07000550,070.0 055.0,1,ST,-17.37100,01/28/2013,2013,1,37284,28,12/30/1899 10:07:53,36.039500,36,2.370000,N,-122.024320,-122,1.459000,W,070.0,70.000000,70.000000,055.0,55.000000,55.200000,1321,,,RV BELL M SHIMADA,325S,MX,83,1008,1,70.0 55.0,3101,1301,26.90000,,,,,,,,,,34,32,1022.700,11.80000,9.000000,,,,
33171,2013-01-09-C-325S,201301,20130107000600,07000600,20-13015S-MX-028-0453-07000600,070.0 060.0,1,ST,-36.55900,01/28/2013,2013,1,37284,28,12/30/1899 04:53:15,35.884980,35,53.099000,N,-122.370820,-122,22.249000,W,070.0,70.000000,70.000000,060.0,60.000000,60.000000,3075,,,RV BELL M SHIMADA,325S,MX,82,997,1,70.0 60.0,3101,1301,22.00000,,,,,,,,,,32,25,1022.700,11.10000,9.400000,,,,
33172,2013-01-09-C-325S,201301,20130107000700,07000700,20-13015S-MX-027-2228-07000700,070.0 070.0,1,ST,-76.36800,01/27/2013,2013,1,37283,27,12/30/1899 22:28:09,35.549670,35,32.980000,N,-123.076000,-123,4.560000,W,070.0,70.000000,70.000000,070.0,70.000000,70.000000,3843,12,,RV BELL M SHIMADA,325S,MX,81,978,1,70.0 70.0,3101,1301,28.70000,,,,,,,34,8,6,35,25,1023.200,12.00000,9.300000,1,6,6,7
33173,2013-01-09-C-325S,201301,20130107000800,07000800,20-13015S-MX-027-1612-07000800,070.0 080.0,1,ST,-116.9070,01/27/2013,2013,1,37283,27,12/30/1899 16:12:26,35.210170,35,12.610000,N,-123.792500,-123,47.550000,W,070.0,70.000000,70.000000,080.0,80.000000,80.200000,4088,13,,RV BELL M SHIMADA,325S,MX,80,968,1,70.0 80.0,3101,1301,45.90000,,,,,,,32,8,9,34,17,1023.400,11.50000,9.000000,1,6,6,7
33174,2013-01-09-C-325S,201301,20130107000900,07000900,20-13015S-MX-027-1009-07000900,070.0 090.0,1,ST,-155.9940,01/27/2013,2013,1,37283,27,12/30/1899 10:09:42,34.879500,34,52.770000,N,-124.478000,-124,28.680000,W,070.0,70.000000,70.000000,090.0,90.000000,90.000000,4336,,,RV BELL M SHIMADA,325S,MX,79,960,1,70.0 90.0,3101,1301,47.00000,,,,,,,,,,32,25,1022.800,11.30000,9.200000,,,,
33175,2013-01-09-C-325S,201301,20130107330500,07330500,20-13015S-MX-026-0421-07330500,073.3 050.0,1,ST,-2.766000,01/26/2013,2013,1,37282,26,12/30/1899 04:21:44,35.630820,35,37.849000,N,-121.271170,-121,16.270000,W,073.3,73.300000,73.300000,050.0,50.000000,50.300000,59,,,RV BELL M SHIMADA,325S,MX,73,891,1,73.3 50.0,3101,1301,24.10000,,,,,,,,,,10,5,1017.200,13.90000,13.10000,,,,
33176,2013-01-09-C-325S,201301,20130107330550,07330550,20-13015S-MX-026-0727-07330550,073.3 055.0,1,ST,-21.65500,01/26/2013,2013,1,37282,26,12/30/1899 07:27:45,35.479000,35,28.740000,N,-121.610170,-121,36.610000,W,073.3,73.300000,73.300000,055.0,55.000000,55.000000,1065,,,RV BELL M SHIMADA,325S,MX,74,902,1,73.3 55.0,3101,1301,42.80000,,,,,,,,,,33,14,1017.400,13.20000,13.00000,,,,
33177,2013-01-09-C-325S,201301,20130107330600,07330600,20-13015S-MX-026-1112-07330600,073.3 060.0,1,ST,-41.19200,01/26/2013,2013,1,37282,26,12/30/1899 11:12:37,35.314320,35,18.859000,N,-121.954820,-121,57.289000,W,073.3,73.300000,73.300000,060.0,60.000000,59.900000,2389,,,RV BELL M SHIMADA,325S,MX,75,914,1,73.3 60.0,3101,1301,34.40000,,,,,,,,,,33,19,1016.600,13.60000,12.10000,,,,
33178,2013-01-09-C-325S,201301,20130107330700,07330700,20-13015S-MX-026-1703-07330700,073.3 070.0,1,ST,-81.91800,01/26/2013,2013,1,37282,26,12/30/1899 17:03:35,34.974000,34,58.440000,N,-122.673000,-122,40.380000,W,073.3,73.300000,73.300000,070.0,70.000000,70.100000,4082,11,,RV BELL M SHIMADA,325S,MX,76,925,1,73.3 70.0,3101,1301,35.30000,,,,,,,30,6,7,35,21,1018.200,12.40000,12.00000,2,6,8,5
33179,2013-01-09-C-325S,201301,20130107330800,07330800,20-13015S-MX-026-2248-07330800,073.3 080.0,1,ST,-121.3950,01/26/2013,2013,1,37282,26,12/30/1899 22:48:24,34.641170,34,38.470000,N,-123.364170,-123,21.850000,W,073.3,73.300000,73.300000,080.0,80.000000,80.000000,4178,13,,RV BELL M SHIMADA,325S,MX,77,940,1,73.3 80.0,3101,1301,31.50000,,,,,,,31,7,9,34,17,1019.400,12.10000,11.50000,1,6,1,6
33180,2013-01-09-C-325S,201301,20130107330900,07330900,20-13015S-MX-027-0425-07330900,073.3 090.0,1,ST,-160.7390,01/27/2013,2013,1,37283,27,12/30/1899 04:25:12,34.315170,34,18.910000,N,-124.054330,-124,3.260000,W,073.3,73.300000,73.300000,090.0,90.000000,89.900000,3300,,,RV BELL M SHIMADA,325S,MX,78,951,1,73.3 90.0,3101,1301,28.00000,,,,,,,,,,35,22,1021.700,12.10000,11.10000,,,,
33181,2013-01-09-C-325S,201301,20130107670490,07670490,20-13015S-MX-025-2306-07670490,076.7 049.0,1,ST,-7.118000,01/25/2013,2013,1,37281,25,12/30/1899 23:06:50,35.085980,35,5.159000,N,-120.776670,-120,46.600000,W,076.7,76.700000,76.700000,049.0,49.000000,49.000000,63,14,,RV BELL M SHIMADA,325S,MX,72,877,1,76.7 49.0,3101,1301,33.60000,,,,,,,19,2,6,30,6,1017.300,16.00000,14.50000,1,4,7,6
33182,2013-01-09-C-325S,201301,20130107670510,07670510,20-13015S-PR-025-1927-07670510,076.7 051.0,1,ST,-14.76900,01/25/2013,2013,1,37281,25,12/30/1899 19:27:24,35.028080,35,1.685000,N,-120.915570,-120,54.934000,W,076.7,76.700000,76.700000,051.0,51.000000,50.900000,228,16,,RV BELL M SHIMADA,325S,PR,71,868,1,76.7 51.0,3101,1301,47.00000,588.4000,12/30/1899 12:25:00,12/30/1899 18:00:00,12/30/1899 12:16:00,12/30/1899 17:53:00,+8,29,3,6,9,8,1020.100,15.20000,14.20000,1,6,7,6
33183,2013-01-09-C-325S,201301,20130107670550,07670550,20-13015S-MX-025-1547-07670550,076.7 055.0,1,ST,-31.18100,01/25/2013,2013,1,37281,25,12/30/1899 15:47:19,34.890320,34,53.419000,N,-121.204000,-121,12.240000,W,076.7,76.700000,76.700000,055.0,55.000000,55.000000,561,14,,RV BELL M SHIMADA,325S,MX,70,853,1,76.7 55.0,3101,1301,41.00000,,,,,,,35,4,6,1,11,1019.600,14.10000,13.30000,1,7,6,6
33184,2013-01-09-C-325S,201301,20130107670600,07670600,20-13015S-MX-025-1149-07670600,076.7 060.0,1,ST,-50.99600,01/25/2013,2013,1,37281,25,12/30/1899 11:49:57,34.720000,34,43.200000,N,-121.548670,-121,32.920000,W,076.7,76.700000,76.700000,060.0,60.000000,60.000000,967,,,RV BELL M SHIMADA,325S,MX,69,842,1,76.7 60.0,3101,1301,26.80000,,,,,,,,,,5,11,1020.100,14.70000,14.50000,,,,
33185,2013-01-09-C-325S,201301,20130107670700,07670700,20-13015S-MX-025-0550-07670700,076.7 070.0,1,ST,-90.78000,01/25/2013,2013,1,37281,25,12/30/1899 05:50:52,34.394500,34,23.670000,N,-122.250170,-122,15.010000,W,076.7,76.700000,76.700000,070.0,70.000000,70.000000,4037,,,RV BELL M SHIMADA,325S,MX,68,830,1,76.7 70.0,3101,1301,32.30000,,,,,,,,,,9,12,1020.500,14.00000,14.00000,,,,
33186,2013-01-09-C-325S,201301,20130107670800,07670800,20-13015S-MX-024-2348-07670800,076.7 080.0,1,ST,-131.0200,01/24/2013,2013,1,37280,24,12/30/1899 23:48:44,34.055820,34,3.349000,N,-122.950170,-122,57.010000,W,076.7,76.700000,76.700000,080.0,80.000000,80.100000,4250,,,RV BELL M SHIMADA,325S,MX,67,821,1,76.7 80.0,3101,1301,27.90000,,,,,,,33,6,6,16,5,1016.900,15.00000,14.90000,2,6,8,6
33187,2013-01-09-C-325S,201301,20130107670900,07670900,20-13015S-PR-024-1745-07670900,076.7 090.0,1,ST,-170.8980,01/24/2013,2013,1,37280,24,12/30/1899 17:45:11,33.720500,33,43.230000,N,-123.641320,-123,38.479000,W,076.7,76.700000,76.700000,090.0,90.000000,90.100000,4140,20,,RV BELL M SHIMADA,325S,PR,66,811,1,76.7 90.0,3101,1301,25.30000,173.0000,12/30/1899 12:25:00,12/30/1899 18:00:00,12/30/1899 12:27:00,12/30/1899 17:59:00,+8,34,6,6,0,18,1017.300,14.00000,13.00000,2,7,8,6
33188,2013-01-09-C-325S,201301,20130107671000,07671000,20-13015S-MX-024-1119-07671000,076.7 100.0,1,ST,-210.5160,01/24/2013,2013,1,37280,24,12/30/1899 11:19:15,33.381500,33,22.890000,N,-124.321000,-124,19.260000,W,076.7,76.700000,76.700000,100.0,100.000000,100.000000,4525,,,RV BELL M SHIMADA,325S,MX,65,800,1,76.7 100.0,3101,1301,21.80000,,,,,,,,,,35,4,1016.600,14.80000,13.50000,,,,
33189,2013-01-09-C-325S,201301,20130108000505,08000505,20-13015S-MX-022-2106-08000505,080.0 050.5,1,ST,-1.481000,01/22/2013,2013,1,37278,22,12/30/1899 21:06:03,34.464320,34,27.859000,N,-120.506170,-120,30.370000,W,080.0,80.000000,80.000000,050.5,50.500000,50.700000,36,,,RV BELL M SHIMADA,325S,MX,57,699,1,80.0 50.5,3101,1301,68.50000,,,,,,,29,2,8,18,11,1018.100,15.20000,12.90000,1,4,5,7
33190,2013-01-09-C-325S,201301,20130108000510,08000510,20-13015S-MX-022-2156-08000510,080.0 051.0,1,ST,-2.444000,01/22/2013,2013,1,37278,22,12/30/1899 21:56:59,34.451500,34,27.090000,N,-120.518000,-120,31.080000,W,080.0,80.000000,80.000000,051.0,51.000000,50.900000,62,7,,RV BELL M SHIMADA,325S,MX,58,707,1,80.0 51.0,3101,1301,141.8000,,,,,,,29,1,8,19,4,1017.900,15.50000,12.00000,1,4,7,6
33191,2013-01-09-C-325S,201301,20130108000550,08000550,20-13015S-MX-023-0059-08000550,080.0 055.0,1,ST,-18.64400,01/23/2013,2013,1,37279,23,12/30/1899 00:59:02,34.320000,34,19.200000,N,-120.806820,-120,48.409000,W,080.0,80.000000,80.000000,055.0,55.000000,55.000000,786,,,RV BELL M SHIMADA,325S,MX,59,723,1,80.0 55.0,3101,1301,20.60000,,,,,,,33,2,6,16,6,1017.400,15.20000,12.40000,1,4,8,6
33192,2013-01-09-C-325S,201301,20130108000600,08000600,20-13015S-MX-023-0509-08000600,080.0 060.0,1,ST,-38.54900,01/23/2013,2013,1,37279,23,12/30/1899 05:09:29,34.148980,34,8.939000,N,-121.150670,-121,9.040000,W,080.0,80.000000,80.000000,060.0,60.000000,60.000000,2205,,,RV BELL M SHIMADA,325S,MX,60,736,1,80.0 60.0,3101,1301,27.00000,,,,,,,,,,10,5,1017.700,14.10000,13.30000,,,,
33193,2013-01-09-C-325S,201301,20130108000700,08000700,20-13015S-MX-023-1118-08000700,080.0 070.0,1,ST,-78.29100,01/23/2013,2013,1,37279,23,12/30/1899 11:18:16,33.818280,33,49.097000,N,-121.842970,-121,50.578000,W,080.0,80.000000,80.000000,070.0,70.000000,70.000000,3651,,,RV BELL M SHIMADA,325S,MX,61,750,1,80.0 70.0,3101,1301,33.80000,,,,,,,,,,14,8,1016.600,15.10000,13.50000,,,,
33194,2013-01-09-C-325S,201301,20130108000800,08000800,20-13015S-PR-023-1729-08000800,080.0 080.0,1,ST,-118.2220,01/23/2013,2013,1,37279,23,12/30/1899 17:29:32,33.491670,33,29.500000,N,-122.539820,-122,32.389000,W,080.0,80.000000,80.000000,080.0,80.000000,80.000000,4000,16,,RV BELL M SHIMADA,325S,PR,62,765,1,80.0 80.0,3101,1301,30.40000,206.5000,12/30/1899 12:20:00,12/30/1899 18:05:00,12/30/1899 12:22:00,12/30/1899 18:04:00,+8,23,2,6,21,11,1017.200,15.50000,13.30000,5,6,8,5
33195,2013-01-09-C-325S,201301,20130108000900,08000900,20-13015S-MX-023-2325-08000900,080.0 090.0,1,ST,-158.0350,01/23/2013,2013,1,37279,23,12/30/1899 23:25:58,33.153820,33,9.229000,N,-123.223170,-123,13.390000,W,080.0,80.000000,80.000000,090.0,90.000000,90.000000,4245,,,RV BELL M SHIMADA,325S,MX,63,777,1,80.0 90.0,3101,1301,21.60000,,,,,,,22,3,6,10,15,1014.500,15.00000,13.40000,1,6,7,6
33196,2013-01-09-C-325S,201301,20130108001000,08001000,20-13015S-MX-024-0527-08001000,080.0 100.0,1,ST,-197.6490,01/24/2013,2013,1,37280,24,12/30/1899 05:27:12,32.823500,32,49.410000,N,-123.904670,-123,54.280000,W,080.0,80.000000,80.000000,100.0,100.000000,99.900000,4422,,,RV BELL M SHIMADA,325S,MX,64,789,1,80.0 100.0,3101,1301,22.90000,,,,,,,,,,11,9,1015.600,14.90000,14.40000,,,,
