Cst_Cnt,Btl_Cnt,Depth (m),T_degC,SiO3uM,PO4uM,NO2uM,NO3uM,NH3uM,LightP,Bottle Number,studyName,Latitude,Longitude,Line_x,Station_x,Line_y,Station_y,Diatom < 5um,Diatom 5-10um,Diatom 10-20um,Diatom 20-40um,Diatom > 40um,Total Diatom
31722,795176,26,12.44,4.3,0.48,0.06,1.8,0.05,,18.0,2008-03-24-C-31JD,3349,-12253,80.0,80.0,80.0,79.9,0.05,0.0,0.34,1.24,0.0,1.63
31722,795181,61,12.04,5.2,0.58,0.13,3.1,0.38,,15.0,2008-03-24-C-31JD,3349,-12253,80.0,80.0,80.0,79.9,0.0,0.0,0.28,0.17,0.0,0.45
31723,795204,2,11.54,4.5,0.76,0.19,9.4,0.05,,24.0,2008-03-24-C-31JD,3428,-12003,81.8,46.9,81.8,46.9,0.0,0.0,2.94,43.68,41.08,87.71
31723,795206,11,11.08,9.1,0.99,0.19,12.2,0.07,,23.0,2008-03-24-C-31JD,3428,-12003,81.8,46.9,81.8,46.9,0.0,0.0,8.94,35.61,90.27,134.82
31723,795208,21,9.41,32.3,2.2,0.1,26.8,0.06,,22.0,2008-03-24-C-31JD,3428,-12003,81.8,46.9,81.8,46.9,0.0,0.0,3.52,9.01,16.56,29.1
31749,795941,10,14.18,1.4,0.31,0.02,0.6,0.02,,19.0,2008-03-24-C-31JD,3319,-11838,90.0,37.0,90.0,36.9,0.0,0.17,0.14,1.04,1.8,3.15
31749,795942,20,14.11,1.5,0.32,0.02,0.8,0.03,,18.0,2008-03-24-C-31JD,3319,-11838,90.0,37.0,90.0,36.9,0.0,0.95,1.3,2.48,2.54,7.26
31749,795943,30,12.49,8.4,0.9,0.31,8.7,0.18,,17.0,2008-03-24-C-31JD,3319,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.43,0.26,1.81,2.5
31751,796003,10,12.63,3.2,0.75,0.14,6.3,0.51,,19.0,2008-03-24-C-31JD,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.2,6.98,2.69,6.94,16.81
31751,796005,25,12.63,3.3,0.76,0.14,6.4,0.47,,18.0,2008-03-24-C-31JD,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,8.31,0.86,14.26,23.44
31751,796009,62,11.77,8.3,1.02,0.15,10.2,0.95,,15.0,2008-03-24-C-31JD,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,6.76,9.04,22.94,38.74
31753,796068,10,13.31,4.3,0.48,0.07,2.5,0.08,,19.0,2008-03-24-C-31JD,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.38,0.05,0.0,0.43
31753,796071,31,13.33,4.2,0.47,0.07,2.5,0.07,,17.0,2008-03-24-C-31JD,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.33,2.48,0.59,3.4
31753,796073,50,13.37,4.1,0.51,0.09,2.9,0.21,,15.0,2008-03-24-C-31JD,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.15,0.07,1.01,0.02,1.25
31755,796132,10,13.28,2.7,0.4,0.03,0.5,0.0,,19.0,2008-03-24-C-31JD,3141,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.39,1.05,2.99,4.44
31755,796136,50,12.36,3.9,0.48,0.07,1.7,0.08,,15.0,2008-03-24-C-31JD,3141,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.21,0.0,0.0,0.21
31755,796138,70,12.18,5.0,0.57,0.12,2.9,0.35,,13.0,2008-03-24-C-31JD,3141,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.11,0.08,0.09,0.28
31758,796224,10,13.78,2.4,0.35,0.0,0.0,0.0,,19.0,2008-03-24-C-31JD,3042,-12400,90.0,120.0,90.0,120.0,0.01,0.0,0.11,2.51,5.76,8.39
31758,796232,71,13.46,2.4,0.38,0.01,0.1,0.09,,13.0,2008-03-24-C-31JD,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,2.29,2.29
31758,796236,102,12.31,4.4,0.6,0.34,3.2,0.1,,11.0,2008-03-24-C-31JD,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.03,0.0,0.0,0.03
31785,796975,10,16.18,2.9,0.43,0.06,1.3,0.64,,19.0,2008-08-14-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,0.85,1.28,2.94,5.07
31785,796977,19,16.16,2.8,0.41,0.06,1.2,0.74,,18.0,2008-08-14-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,1.71,1.9,3.81,7.42
31787,797040,10,16.34,2.4,0.36,0.02,0.1,0.32,,20.0,2008-08-14-C-32NM,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.0,0.02,0.15,0.12,0.29
31787,797044,35,15.78,1.9,0.42,0.09,0.6,0.73,,17.0,2008-08-14-C-32NM,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.0,0.1,0.75,0.13,0.97
31787,797046,49,12.56,5.5,0.8,0.46,5.5,0.59,,15.0,2008-08-14-C-32NM,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.0,0.01,0.38,0.26,0.64
31788,797074,9,17.12,1.7,0.32,0.0,0.0,0.04,,20.0,2008-08-14-C-32NM,3350,-12257,80.0,80.0,79.9,80.3,0.0,0.0,0.0,0.0,0.28,0.28
31788,797080,36,16.11,2.0,0.34,0.02,0.1,0.26,,17.0,2008-08-14-C-32NM,3350,-12257,80.0,80.0,79.9,80.3,0.0,0.11,0.44,1.47,5.51,7.52
31788,797082,48,14.44,5.6,0.69,0.43,4.1,0.71,,15.0,2008-08-14-C-32NM,3350,-12257,80.0,80.0,79.9,80.3,0.0,0.0,0.72,0.13,0.11,0.96
31790,797143,9,17.33,1.8,0.35,0.0,0.0,0.13,,19.0,2008-08-14-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
31790,797149,40,16.98,1.2,0.37,0.01,0.2,0.35,,17.0,2008-08-14-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.17,0.0,0.03,0.36,0.19,0.75
31790,797150,50,15.16,2.3,0.38,0.0,0.0,0.3,,16.0,2008-08-14-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.0,0.0,0.02,0.02
31791,797176,10,17.94,3.5,0.23,0.0,0.0,0.0,,23.0,2008-08-14-C-32NM,3428,-12003,81.8,46.9,81.8,47.0,0.0,0.0,0.0,0.0,0.0,0.0
31791,797177,19,15.21,4.9,0.45,0.07,0.9,0.0,,22.0,2008-08-14-C-32NM,3428,-12003,81.8,46.9,81.8,47.0,0.0,0.07,0.15,0.14,0.0,0.36
31818,797944,10,19.8,2.4,0.22,0.0,0.0,0.15,,20.0,2008-08-14-C-32NM,3319,-11838,90.0,37.0,90.0,37.0,0.0,0.0,0.16,0.15,0.05,0.36
31818,797946,30,14.16,4.7,0.41,0.03,0.5,0.23,,17.0,2008-08-14-C-32NM,3319,-11838,90.0,37.0,90.0,37.0,0.0,0.76,0.03,0.42,2.23,3.44
31818,797949,49,12.29,9.0,0.97,0.18,9.5,0.0,,15.0,2008-08-14-C-32NM,3319,-11838,90.0,37.0,90.0,37.0,0.0,0.0,0.23,0.41,2.05,2.7
31820,798006,11,19.27,1.9,0.27,0.0,0.0,0.27,,19.0,2008-08-14-C-32NM,3265,-11950,90.0,53.0,90.0,53.1,0.0,0.0,0.1,0.01,0.06,0.17
31820,798012,41,13.8,2.8,0.57,0.1,3.0,0.43,,16.0,2008-08-14-C-32NM,3265,-11950,90.0,53.0,90.0,53.1,0.0,0.0,1.97,3.55,19.67,25.19
31820,798013,50,12.76,8.6,1.06,0.45,10.4,0.47,,15.0,2008-08-14-C-32NM,3265,-11950,90.0,53.0,90.0,53.1,0.0,0.0,0.08,0.97,0.92,1.97
31822,798073,9,17.8,2.3,0.31,0.0,0.0,0.0,,21.0,2008-08-14-C-32NM,3208,-12068,90.0,70.0,89.9,70.5,0.0,0.0,0.06,0.05,0.71,0.82
31822,798078,28,16.23,2.2,0.35,0.02,0.1,0.14,,18.0,2008-08-14-C-32NM,3208,-12068,90.0,70.0,89.9,70.5,0.0,0.0,0.27,0.13,0.0,0.39
31822,798081,38,13.46,6.3,0.88,0.37,7.2,1.01,,17.0,2008-08-14-C-32NM,3208,-12068,90.0,70.0,89.9,70.5,0.0,0.0,0.01,0.02,0.48,0.51
31824,798142,10,16.85,0.0,0.28,0.0,0.0,0.01,,19.0,2008-08-14-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.05,0.35,0.4
31824,798144,30,15.36,1.2,0.38,0.01,0.1,0.22,,17.0,2008-08-14-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.16,0.0,1.62,1.78
31824,798146,49,12.75,4.6,0.63,0.3,3.1,0.38,,15.0,2008-08-14-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.19,0.06,0.25,0.5
31827,798236,10,18.78,2.9,0.33,0.0,0.0,0.17,,20.0,2008-08-14-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.22,0.0,0.0,1.14,0.0,1.36
31827,798241,40,16.93,1.9,0.44,0.04,1.2,0.58,,16.0,2008-08-14-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.01,0.09,0.13,0.22
31827,798244,51,13.95,2.3,0.8,0.18,6.4,1.24,,15.0,2008-08-14-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.66,0.0,0.1,0.0,0.77
31855,798979,11,15.15,4.9,0.4,0.04,0.6,0.06,,19.0,2008-10-14-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,4.99,1.26,1.23,7.48
31855,798982,21,14.77,5.7,0.48,0.09,1.6,0.16,,18.0,2008-10-14-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,1.19,0.8,0.45,2.44
31855,798985,41,14.09,7.2,0.72,0.22,4.0,0.86,,16.0,2008-10-14-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,7.46,3.57,1.68,12.7
31857,799046,10,15.88,0.3,0.29,0.0,0.0,0.02,,19.0,2008-10-14-C-32NM,3348,-12254,80.0,80.0,80.0,80.1,0.0,0.0,4.43,1.49,3.7,9.62
31857,799050,31,14.61,1.0,0.51,0.1,2.5,0.29,,17.0,2008-10-14-C-32NM,3348,-12254,80.0,80.0,80.0,80.1,0.0,0.4,8.0,5.76,5.33,19.49
31857,799051,40,13.51,5.9,0.84,0.49,6.7,0.32,,16.0,2008-10-14-C-32NM,3348,-12254,80.0,80.0,80.0,80.1,0.0,0.05,3.76,8.11,2.25,14.18
31859,799111,20,17.45,2.4,0.31,0.0,0.0,0.05,,23.0,2008-10-14-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
31859,799115,50,16.51,1.4,0.34,0.0,0.0,0.06,,20.0,2008-10-14-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.0,0.01,0.0,0.01
31859,799116,58,15.85,1.6,0.37,0.0,0.1,0.08,,19.0,2008-10-14-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.07,0.15,0.97,1.19
31860,799142,10,16.05,0.2,0.29,0.0,0.0,0.01,,19.0,2008-10-14-C-32NM,3382,-12185,80.0,70.0,80.0,70.0,0.2,3.39,0.64,0.53,0.45,5.21
31860,799145,40,14.92,0.7,0.41,0.06,1.5,0.26,,16.0,2008-10-14-C-32NM,3382,-12185,80.0,70.0,80.0,70.0,0.0,0.0,11.33,1.7,16.13,29.17
31860,799146,49,13.21,6.2,0.78,0.31,6.2,0.43,,15.0,2008-10-14-C-32NM,3382,-12185,80.0,70.0,80.0,70.0,0.0,0.0,0.28,0.47,0.04,0.79
31862,799177,10,16.46,2.2,0.28,0.0,0.0,0.04,,23.0,2008-10-14-C-32NM,3428,-12003,81.8,46.9,81.8,46.9,0.0,0.0,0.29,0.05,0.24,0.58
31862,799178,20,15.39,3.4,0.47,0.22,1.7,0.23,,22.0,2008-10-14-C-32NM,3428,-12003,81.8,46.9,81.8,46.9,0.0,0.0,0.39,0.68,0.07,1.14
31862,799179,29,14.59,5.1,0.65,0.44,4.3,0.34,,21.0,2008-10-14-C-32NM,3428,-12003,81.8,46.9,81.8,46.9,0.0,0.0,0.78,0.21,2.25,3.23
31892,799926,10,18.11,1.3,0.29,0.0,0.0,0.07,,20.0,2008-10-14-C-32NM,3318,-11839,90.0,37.0,90.0,37.1,0.0,0.0,1.11,0.11,1.92,3.13
31892,799928,30,17.25,1.1,0.31,0.0,0.0,0.05,,18.0,2008-10-14-C-32NM,3318,-11839,90.0,37.0,90.0,37.1,0.0,0.0,0.16,0.23,4.12,4.52
31892,799929,36,16.64,1.1,0.34,0.01,0.2,0.05,,17.0,2008-10-14-C-32NM,3318,-11839,90.0,37.0,90.0,37.1,0.0,0.02,5.21,2.42,6.57,14.22
31894,799986,10,16.47,0.1,0.28,0.0,0.0,0.05,,19.0,2008-10-14-C-32NM,3265,-11949,90.0,53.0,90.0,53.1,0.0,6.32,34.72,15.88,6.91,63.83
31894,799987,20,16.11,1.0,0.34,0.02,0.5,0.07,,18.0,2008-10-14-C-32NM,3265,-11949,90.0,53.0,90.0,53.1,0.0,0.0,40.67,22.19,9.41,72.27
31894,799989,40,14.51,4.8,0.65,0.15,4.8,0.16,,16.0,2008-10-14-C-32NM,3265,-11949,90.0,53.0,90.0,53.1,0.0,2.5,16.2,1.14,1.71,21.55
31896,800052,10,18.05,1.5,0.32,0.0,0.0,0.04,,19.0,2008-10-14-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.02,0.01,0.03,0.06
31896,800057,50,15.91,1.6,0.37,0.02,0.2,0.04,,16.0,2008-10-14-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.36,0.11,0.34,0.81
31896,800058,62,13.49,3.3,0.56,0.31,2.0,0.27,,15.0,2008-10-14-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.04,0.07,0.25,0.36
31898,800114,10,17.24,0.2,0.25,0.0,0.0,0.02,,19.0,2008-10-14-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,2.78,0.48,1.01,4.27
31898,800118,41,16.81,0.7,0.28,0.0,0.0,0.05,,16.0,2008-10-14-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,1.64,14.29,4.7,3.14,23.77
31898,800122,69,11.64,11.2,1.16,0.05,13.2,0.02,,13.0,2008-10-14-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,1.1,1.51,0.24,2.84
31901,800212,10,18.32,2.1,0.33,0.0,0.0,0.03,,19.0,2008-10-14-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
31901,800216,40,18.11,2.1,0.32,0.0,0.0,0.04,,17.0,2008-10-14-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.01,0.0,0.01
31901,800219,75,13.47,2.8,0.33,0.0,0.0,0.03,,14.0,2008-10-14-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.11,0.11,0.22
31928,800958,10,13.18,5.1,0.48,0.09,1.5,0.02,,19.0,2009-01-08-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,0.03,0.23,0.43,0.69
31928,800960,20,13.0,6.2,0.57,0.13,2.8,0.04,,18.0,2009-01-08-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,0.76,0.34,0.35,1.45
31928,800961,30,12.66,8.2,0.77,0.23,5.5,0.27,,17.0,2009-01-08-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,0.26,0.16,0.35,0.77
31930,801017,9,12.88,4.6,0.53,0.07,2.5,0.05,,19.0,2009-01-08-C-32NM,3381,-12186,80.0,70.0,80.0,70.3,0.0,0.0,0.07,0.2,0.03,0.29
31930,801019,19,11.84,5.7,0.7,0.13,4.8,0.03,,18.0,2009-01-08-C-32NM,3381,-12186,80.0,70.0,80.0,70.3,0.0,0.0,0.07,0.24,0.02,0.33
31930,801022,31,11.88,6.5,0.77,0.32,6.1,0.03,,17.0,2009-01-08-C-32NM,3381,-12186,80.0,70.0,80.0,70.3,0.0,0.0,0.1,0.14,0.52,0.76
31931,801048,10,13.21,3.3,0.45,0.06,1.2,0.03,,19.0,2009-01-08-C-32NM,3349,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.08,0.12,0.06,0.26
31931,801049,20,12.7,3.8,0.57,0.21,2.7,0.04,,18.0,2009-01-08-C-32NM,3349,-12253,80.0,80.0,80.0,80.0,0.0,0.19,0.32,0.13,0.14,0.78
31931,801050,30,11.79,5.0,0.73,0.07,5.1,0.03,,17.0,2009-01-08-C-32NM,3349,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.08,0.0,0.08
31933,801110,10,14.17,2.5,0.38,0.02,0.1,0.02,,19.0,2009-01-08-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.06,0.04,0.05,0.15
31933,801111,20,13.76,2.9,0.39,0.02,0.2,0.05,,18.0,2009-01-08-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.05,0.1,0.4,0.55
31933,801112,30,13.62,3.1,0.4,0.03,0.2,0.12,,17.0,2009-01-08-C-32NM,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.55,0.02,0.21,0.07,0.86
31935,801146,6,13.13,5.7,0.53,0.12,2.5,0.06,,23.0,2009-01-08-C-32NM,3429,-12003,81.8,46.9,81.7,46.8,-999.0,-999.0,0.97,0.03,0.48,-999.0
31935,801148,15,13.08,5.9,0.57,0.15,3.1,0.08,,22.0,2009-01-08-C-32NM,3429,-12003,81.8,46.9,81.7,46.8,0.0,0.0,0.26,0.1,0.14,0.5
31935,801150,22,12.88,6.4,0.66,0.25,4.4,0.12,,21.0,2009-01-08-C-32NM,3429,-12003,81.8,46.9,81.7,46.8,0.0,0.0,1.91,0.92,0.11,2.94
31966,801896,10,14.28,3.7,0.34,0.0,0.1,0.0,,19.0,2009-01-08-C-32NM,3319,-11840,90.0,37.0,89.9,37.1,0.0,0.0,1.45,0.71,1.39,3.55
31966,801899,23,14.16,3.7,0.35,0.01,0.1,0.06,,17.0,2009-01-08-C-32NM,3319,-11840,90.0,37.0,89.9,37.1,0.0,0.15,0.29,0.98,0.64,2.06
31966,801901,35,13.99,4.6,0.48,0.1,1.6,0.1,,16.0,2009-01-08-C-32NM,3319,-11840,90.0,37.0,89.9,37.1,0.04,0.0,0.35,1.09,1.1,2.57
31968,801960,11,13.77,3.3,0.43,0.05,1.0,0.03,,19.0,2009-01-08-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.07,0.33,1.08,1.48,2.97
31968,801964,31,12.91,4.5,0.56,0.15,2.9,0.1,,17.0,2009-01-08-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.35,0.36,0.22,0.94
31968,801965,40,12.84,4.9,0.59,0.17,3.3,0.19,,16.0,2009-01-08-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.53,0.45,0.29,1.28
31970,802025,12,14.62,2.3,0.38,0.01,0.1,0.02,,20.0,2009-01-08-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.34,0.45,1.43,2.22
31970,802030,43,14.61,2.3,0.38,0.01,0.1,0.01,,16.0,2009-01-08-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.14,0.09,0.09,0.32
31970,802033,59,14.57,2.2,0.41,0.03,0.2,0.05,,14.0,2009-01-08-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.28,0.01,0.18,0.48
31972,802085,10,14.75,2.2,0.37,0.0,0.0,0.0,,19.0,2009-01-08-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.27,0.06,0.18,0.51
31972,802087,30,13.78,2.9,0.44,0.11,0.8,0.02,,17.0,2009-01-08-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.01,1.06,1.13,2.2
31972,802088,40,13.83,2.9,0.44,0.07,0.7,0.16,,16.0,2009-01-08-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.14,0.1,0.0,0.0,0.24
31975,802179,10,15.76,2.4,0.36,0.0,0.0,0.05,,19.0,2009-01-08-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.1,0.0,0.0,0.1
31975,802185,62,15.76,2.1,0.35,0.0,0.0,0.0,,15.0,2009-01-08-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.15,0.64,0.0,0.79
31975,802189,99,13.12,3.5,0.49,0.13,1.6,0.05,,12.0,2009-01-08-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.01,0.01,0.01,0.03
32000,802864,10,12.7,2.9,0.52,0.16,3.1,0.19,,19.0,2009-03-08-C-31JD,3432,-12080,80.0,55.0,80.0,54.9,0.0,0.14,1.14,3.44,1.25,5.96
32000,802869,31,12.35,7.8,0.7,0.17,5.3,0.12,,17.0,2009-03-08-C-31JD,3432,-12080,80.0,55.0,80.0,54.9,0.0,0.14,1.12,0.46,0.6,2.33
32000,802870,41,12.11,10.6,0.83,0.19,7.0,0.08,,16.0,2009-03-08-C-31JD,3432,-12080,80.0,55.0,80.0,54.9,0.0,0.09,0.48,0.37,0.26,1.2
32002,802931,12,13.05,3.1,0.39,0.04,0.2,0.18,,20.0,2009-03-08-C-31JD,3382,-12184,80.0,70.0,80.0,70.0,0.34,0.62,0.16,0.09,0.57,1.79
32002,802939,55,12.46,3.9,0.49,0.11,0.7,0.38,,15.0,2009-03-08-C-31JD,3382,-12184,80.0,70.0,80.0,70.0,0.2,0.26,0.39,0.06,0.0,0.91
32002,802940,64,11.72,6.2,0.7,0.3,3.3,0.23,,14.0,2009-03-08-C-31JD,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.0,0.14,0.0,0.0,0.14
32003,802965,11,13.42,2.4,0.36,0.0,0.0,0.05,,19.0,2009-03-08-C-31JD,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.09,1.73,0.5,2.32
32003,802969,40,13.4,2.4,0.36,0.0,0.0,0.0,,17.0,2009-03-08-C-31JD,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.12,0.97,0.31,1.4
32003,802971,61,13.33,2.4,0.36,0.0,0.0,0.01,,15.0,2009-03-08-C-31JD,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.23,0.08,0.08,0.39
32005,803026,20,14.02,2.4,0.33,0.0,0.0,0.02,,20.0,2009-03-08-C-31JD,3282,-12391,80.0,100.0,80.0,100.0,0.05,0.0,0.07,0.0,0.0,0.12
32005,803028,40,13.98,2.3,0.33,0.0,0.0,0.05,,18.0,2009-03-08-C-31JD,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.29,0.0,0.0,0.29
32005,803030,51,13.52,2.7,0.38,0.07,0.3,0.17,,17.0,2009-03-08-C-31JD,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0
32007,803067,10,12.23,0.4,0.52,0.07,0.8,0.34,,23.0,2009-03-08-C-31JD,3428,-12002,81.8,46.9,81.8,46.9,0.36,0.0,45.15,12.95,86.78,145.24
32007,803069,21,10.97,18.1,1.44,0.19,14.4,0.64,,22.0,2009-03-08-C-31JD,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.0,2.09,0.32,0.07,2.48
32007,803071,31,10.56,22.2,1.63,0.22,18.4,0.05,,21.0,2009-03-08-C-31JD,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.0,0.17,0.03,0.01,0.21
32037,803833,11,14.37,2.5,0.28,0.0,0.0,0.01,,19.0,2009-03-08-C-31JD,3319,-11839,90.0,37.0,90.0,37.0,0.24,0.0,0.36,0.01,0.0,0.6
32037,803835,21,14.29,2.6,0.29,0.0,0.0,0.07,,18.0,2009-03-08-C-31JD,3319,-11839,90.0,37.0,90.0,37.0,0.34,0.0,0.29,0.0,0.0,0.64
32037,803838,41,12.25,10.7,1.05,0.07,10.5,0.06,,16.0,2009-03-08-C-31JD,3319,-11839,90.0,37.0,90.0,37.0,0.0,0.0,0.13,0.13,0.0,0.26
32039,803901,10,14.17,3.2,0.33,0.0,0.0,0.08,,19.0,2009-03-08-C-31JD,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.07,0.27,0.0,0.0,0.34
32039,803904,40,14.16,3.2,0.33,0.02,0.0,0.16,,16.0,2009-03-08-C-31JD,3265,-11948,90.0,53.0,90.0,53.0,0.06,0.31,0.15,0.0,0.02,0.53
32039,803906,60,12.18,8.0,0.87,0.05,7.8,0.13,,14.0,2009-03-08-C-31JD,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.08,0.13,0.35,0.0,0.56
32041,803963,11,13.89,3.3,0.36,0.03,0.0,0.06,,19.0,2009-03-08-C-31JD,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.27,0.65,0.04,0.96
32041,803968,41,13.91,3.3,0.36,0.03,0.0,0.05,,16.0,2009-03-08-C-31JD,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.36,0.99,0.11,1.46
32041,803971,61,13.27,3.9,0.44,0.08,0.9,0.17,,14.0,2009-03-08-C-31JD,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.22,1.85,1.58,3.65
32043,804032,11,14.4,2.6,0.33,0.0,0.0,0.0,,19.0,2009-03-08-C-31JD,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.05,0.0,0.0,0.05
32043,804036,41,14.4,2.6,0.34,0.0,0.0,0.08,,17.0,2009-03-08-C-31JD,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.32,0.0,0.0,0.32
32043,804039,62,13.9,2.5,0.36,0.06,0.2,0.08,,15.0,2009-03-08-C-31JD,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.19,0.08,0.01,0.29
32046,804130,10,16.13,2.3,0.3,0.0,0.0,0.05,,19.0,2009-03-08-C-31JD,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0
32046,804137,62,16.13,2.3,0.29,0.0,0.0,0.02,,15.0,2009-03-08-C-31JD,3042,-12400,90.0,120.0,90.0,120.0,0.01,0.0,0.02,0.01,0.0,0.04
32046,804139,87,16.18,2.6,0.31,0.01,0.2,0.05,,13.0,2009-03-08-C-31JD,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.26,0.04,0.03,0.32
32100,805515,10,14.03,6.9,0.78,0.17,5.9,0.08,,20.0,2009-07-14-C-31M4,3430,-12083,80.0,55.0,80.0,55.5,0.0,1.27,23.55,3.2,30.2,58.22
32100,805517,15,13.77,8.1,0.87,0.19,7.3,0.11,,19.0,2009-07-14-C-31M4,3430,-12083,80.0,55.0,80.0,55.5,0.0,0.0,6.54,0.68,24.6,31.82
32100,805518,20,11.39,16.9,1.52,0.26,17.4,0.13,,18.0,2009-07-14-C-31M4,3430,-12083,80.0,55.0,80.0,55.5,0.18,0.0,2.41,3.55,3.87,10.01
32102,805580,12,16.53,2.4,0.34,0.0,0.1,0.02,,19.0,2009-07-14-C-31M4,3382,-12185,80.0,70.0,80.0,70.1,0.0,0.0,0.02,0.05,0.25,0.32
