Cst_Cnt,Btl_Cnt,Depth (m),T_degC,SiO3uM,PO4uM,NO2uM,NO3uM,NH3uM,LightP,Bottle Number,studyName,Latitude,Longitude,Line_x,Station_x,Line_y,Station_y,Diatom < 5um,Diatom 5-10um,Diatom 10-20um,Diatom 20-40um,Diatom > 40um,Total Diatom
32102,805584,40,12.99,2.9,0.49,0.12,1.1,0.16,,16.0,2009-07-14-C-31M4,3382,-12185,80.0,70.0,80.0,70.1,0.0,0.0,0.22,0.29,0.12,0.63
32102,805586,52,12.15,4.1,0.6,0.42,2.4,0.09,,15.0,2009-07-14-C-31M4,3382,-12185,80.0,70.0,80.0,70.1,0.0,0.26,0.14,0.18,0.05,0.62
32103,805611,10,16.27,2.2,0.38,0.01,0.1,0.06,,19.0,2009-07-14-C-31M4,3347,-12250,80.0,80.0,80.1,79.7,0.09,0.0,0.11,0.42,0.0,0.63
32103,805614,40,12.48,3.6,0.53,0.1,1.0,0.19,,16.0,2009-07-14-C-31M4,3347,-12250,80.0,80.0,80.1,79.7,0.0,0.65,0.0,0.11,0.0,0.76
32103,805616,51,11.51,5.6,0.74,0.5,4.4,0.1,,15.0,2009-07-14-C-31M4,3347,-12250,80.0,80.0,80.1,79.7,0.0,0.0,0.01,0.1,0.08,0.19
32105,805675,10,16.54,2.2,0.32,0.0,0.1,0.02,,19.0,2009-07-14-C-31M4,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.0,0.03,0.05,0.08
32105,805678,40,15.63,2.2,0.34,0.01,0.1,0.08,,16.0,2009-07-14-C-31M4,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.02,0.09,1.41,1.52
32105,805682,70,13.22,3.4,0.43,0.2,0.7,0.15,,13.0,2009-07-14-C-31M4,3282,-12391,80.0,100.0,80.0,100.0,0.0,0.0,0.77,1.84,3.03,5.64
32107,805712,10,17.76,0.1,0.21,0.0,0.0,0.02,,23.0,2009-07-14-C-31M4,3427,-12002,81.8,46.9,81.8,46.9,0.0,0.0,16.71,27.04,7.19,50.94
32107,805714,21,14.75,1.1,0.44,0.05,0.8,0.31,,22.0,2009-07-14-C-31M4,3427,-12002,81.8,46.9,81.8,46.9,0.0,0.0,0.75,0.33,11.62,12.7
32107,805715,30,13.27,8.2,0.96,0.26,7.4,1.08,,21.0,2009-07-14-C-31M4,3427,-12002,81.8,46.9,81.8,46.9,0.17,8.71,2.53,0.2,0.51,12.12
32138,806460,14,19.3,1.8,0.29,0.0,0.1,0.03,,22.0,2009-07-14-C-31M4,3318,-11838,90.0,37.0,90.0,37.0,0.0,0.0,7.55,3.44,2.55,13.54
32138,806465,34,12.19,7.5,0.95,0.13,9.2,0.05,,19.0,2009-07-14-C-31M4,3318,-11838,90.0,37.0,90.0,37.0,0.0,0.0,2.52,1.08,4.14,7.75
32138,806467,47,11.73,10.1,1.14,0.06,12.2,0.03,,17.0,2009-07-14-C-31M4,3318,-11838,90.0,37.0,90.0,37.0,0.0,0.0,0.77,0.51,0.8,2.08
32140,806525,10,17.4,0.4,0.3,0.0,0.1,0.06,,21.0,2009-07-14-C-31M4,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.79,26.02,4.09,2.87,33.77
32140,806527,30,15.81,2.3,0.48,0.09,1.5,0.24,,19.0,2009-07-14-C-31M4,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,8.67,1.43,3.97,14.07
32140,806528,40,13.29,8.2,0.93,0.46,7.5,0.86,,18.0,2009-07-14-C-31M4,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.84,0.8,0.5,2.13
32142,806587,9,18.48,2.0,0.33,0.0,0.1,0.02,,20.0,2009-07-14-C-31M4,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.36,0.0,0.0,0.01,0.37
32142,806594,45,12.32,5.8,0.67,0.38,4.4,0.03,,16.0,2009-07-14-C-31M4,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.1,0.07,0.05,0.22
32142,806597,63,11.36,8.4,0.98,0.09,9.9,0.01,,14.0,2009-07-14-C-31M4,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
32144,806652,10,16.42,3.4,0.36,0.0,0.1,0.04,,19.0,2009-07-14-C-31M4,3141,-12199,90.0,90.0,90.0,90.1,0.0,0.0,0.02,0.0,0.08,0.1
32144,806653,20,16.42,1.9,0.33,0.0,0.1,0.04,,18.0,2009-07-14-C-31M4,3141,-12199,90.0,90.0,90.0,90.1,0.0,0.0,0.1,0.27,0.53,0.9
32144,806655,40,13.86,2.9,0.46,0.13,1.2,0.2,,16.0,2009-07-14-C-31M4,3141,-12199,90.0,90.0,90.0,90.1,0.0,0.08,0.82,0.75,1.21,2.86
32147,806747,10,18.69,1.8,0.31,0.0,0.1,0.04,,19.0,2009-07-14-C-31M4,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.08,0.04,0.0,0.12
32147,806753,62,15.34,2.3,0.3,0.0,0.0,0.02,,15.0,2009-07-14-C-31M4,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.04,0.0,0.33,0.36
32147,806756,100,13.83,2.9,0.37,0.05,0.2,0.02,,12.0,2009-07-14-C-31M4,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.02,0.01,0.03,0.06
32174,807485,10,14.28,3.2,0.38,0.07,1.1,0.07,,19.0,2009-11-06-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.03,0.46,0.73,18.93,20.15
32174,807487,30,14.24,3.3,0.4,0.07,1.3,0.07,,17.0,2009-11-06-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,0.66,4.48,16.85,22.0
32174,807489,50,11.12,14.6,1.35,0.09,15.7,0.0,,15.0,2009-11-06-C-32NM,3432,-12081,80.0,55.0,80.0,55.1,0.0,0.0,0.61,0.08,2.11,2.8
32176,807547,14,14.1,3.9,0.53,0.13,1.0,0.14,,20.0,2009-11-06-C-32NM,3384,-12186,80.0,70.0,79.9,70.1,0.0,0.02,0.77,0.19,0.2,1.17
32176,807551,37,14.1,3.8,0.53,0.13,1.0,0.2,,17.0,2009-11-06-C-32NM,3384,-12186,80.0,70.0,79.9,70.1,0.0,0.0,0.0,0.1,0.15,0.25
32176,807555,70,11.03,12.1,1.3,0.06,13.6,0.04,,13.0,2009-11-06-C-32NM,3384,-12186,80.0,70.0,79.9,70.1,0.0,0.0,0.0,0.01,0.11,0.13
32177,807579,10,15.66,2.0,0.36,0.0,0.0,0.0,,19.0,2009-11-06-C-32NM,3348,-12254,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.04,0.0,0.04
32177,807584,61,15.61,1.9,0.35,0.0,0.0,0.05,,14.0,2009-11-06-C-32NM,3348,-12254,80.0,80.0,80.0,80.0,0.0,0.0,0.01,0.0,0.0,0.01
32177,807587,85,11.63,5.6,0.72,0.09,4.3,0.0,,12.0,2009-11-06-C-32NM,3348,-12254,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.02,0.0,0.02
32179,807639,10,17.27,1.8,0.31,0.0,0.0,0.0,,22.0,2009-11-06-C-32NM,3282,-12390,80.0,100.0,80.0,99.9,0.0,0.0,0.08,0.0,0.0,0.08
32179,807646,63,17.23,1.8,0.3,0.0,0.0,0.0,,18.0,2009-11-06-C-32NM,3282,-12390,80.0,100.0,80.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0
32179,807649,87,13.41,2.9,0.38,0.03,0.0,0.13,,16.0,2009-11-06-C-32NM,3282,-12390,80.0,100.0,80.0,99.9,0.0,0.0,0.0,0.19,0.0,0.19
32181,807698,9,15.56,1.8,0.27,0.0,0.0,0.1,,23.0,2009-11-06-C-32NM,3428,-12003,81.8,46.9,81.8,47.0,0.0,0.0,0.53,0.0,2.86,3.39
32181,807700,18,14.04,4.6,0.58,0.16,2.8,0.16,,22.0,2009-11-06-C-32NM,3428,-12003,81.8,46.9,81.8,47.0,0.0,0.65,0.21,3.3,5.6,9.76
32181,807704,35,12.14,11.2,1.1,0.26,11.1,0.05,,20.0,2009-11-06-C-32NM,3428,-12003,81.8,46.9,81.8,47.0,0.0,0.0,0.41,0.39,2.52,3.32
32212,808438,10,18.05,1.4,0.28,0.0,0.0,0.0,,19.0,2009-11-06-C-32NM,3318,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0
32212,808442,50,13.86,3.9,0.48,0.07,0.7,0.0,,15.0,2009-11-06-C-32NM,3318,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.66,0.0,0.07,0.74
32212,808443,61,12.39,6.9,0.84,0.08,7.2,0.0,,14.0,2009-11-06-C-32NM,3318,-11838,90.0,37.0,90.0,36.9,0.0,0.0,0.03,0.04,0.0,0.07
32214,808497,10,16.36,1.4,0.37,0.0,0.0,0.0,,19.0,2009-11-06-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.06,0.0,0.0,0.06
32214,808500,40,15.89,1.5,0.4,0.05,0.2,0.22,,16.0,2009-11-06-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.03,0.0,0.0,0.03
32214,808501,50,13.65,3.9,0.7,0.66,3.8,0.21,,15.0,2009-11-06-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
32216,808558,13,17.3,1.5,0.36,0.0,0.0,0.0,,20.0,2009-11-06-C-32NM,3209,-12065,90.0,70.0,90.0,70.1,0.0,0.0,0.0,0.0,0.0,0.0
32216,808563,49,15.04,2.2,0.45,0.05,0.4,0.25,,17.0,2009-11-06-C-32NM,3209,-12065,90.0,70.0,90.0,70.1,0.0,0.0,0.13,0.0,0.0,0.13
32216,808566,72,12.06,4.5,0.68,0.2,3.4,0.18,,15.0,2009-11-06-C-32NM,3209,-12065,90.0,70.0,90.0,70.1,0.0,0.02,0.07,0.01,0.0,0.1
32218,808625,10,15.98,2.1,0.41,0.0,0.0,0.0,,19.0,2009-11-06-C-32NM,3141,-12199,90.0,90.0,90.0,90.1,0.0,0.0,0.0,0.0,0.36,0.36
32218,808631,51,14.95,2.4,0.42,0.03,0.2,0.13,,15.0,2009-11-06-C-32NM,3141,-12199,90.0,90.0,90.0,90.1,0.0,0.0,0.1,0.27,0.0,0.37
32218,808633,69,13.9,3.6,0.57,0.15,1.9,0.35,,13.0,2009-11-06-C-32NM,3141,-12199,90.0,90.0,90.0,90.1,0.0,0.0,0.04,0.0,0.0,0.04
32221,808743,10,17.48,1.4,0.34,0.0,0.1,0.0,,19.0,2009-11-06-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.14,0.04,0.0,0.19
32221,808747,41,17.37,1.3,0.33,0.0,0.0,0.0,,17.0,2009-11-06-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.08,0.0,0.0,0.08
32221,808750,62,14.84,2.1,0.3,0.0,0.0,0.0,,15.0,2009-11-06-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,0.2,0.2
32268,809988,9,13.95,3.6,0.52,0.2,1.7,0.18,,19.0,2010-01-13-C-32NM,3431,-12081,80.0,55.0,80.0,55.2,0.0,0.0,0.46,0.12,0.04,0.62
32268,809991,19,13.94,3.6,0.52,0.2,1.7,0.17,,18.0,2010-01-13-C-32NM,3431,-12081,80.0,55.0,80.0,55.2,0.0,0.0,0.56,0.5,0.0,1.06
32268,809994,40,13.49,5.8,0.71,0.3,4.8,0.0,,16.0,2010-01-13-C-32NM,3431,-12081,80.0,55.0,80.0,55.2,0.0,0.0,0.15,0.21,4.65,5.01
32270,810050,11,13.74,3.3,0.45,0.07,0.8,0.05,,19.0,2010-01-13-C-32NM,3382,-12185,80.0,70.0,80.0,70.0,0.0,0.0,0.0,0.0,0.04,0.04
32270,810054,35,13.7,3.5,0.47,0.1,1.1,0.08,,17.0,2010-01-13-C-32NM,3382,-12185,80.0,70.0,80.0,70.0,0.0,0.0,0.16,0.1,0.0,0.26
32270,810057,55,13.61,3.7,0.5,0.13,1.5,0.08,,15.0,2010-01-13-C-32NM,3382,-12185,80.0,70.0,80.0,70.0,0.0,0.0,0.02,0.08,0.03,0.13
32271,810080,10,13.42,4.2,0.45,0.08,1.4,0.06,,19.0,2010-01-13-C-32NM,3348,-12254,80.0,80.0,80.0,80.0,0.0,0.0,0.03,0.01,0.0,0.03
32271,810082,30,13.36,4.2,0.45,0.09,1.4,0.06,,17.0,2010-01-13-C-32NM,3348,-12254,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.03,0.0,0.03
32271,810084,50,12.69,5.4,0.68,0.16,4.9,0.0,,15.0,2010-01-13-C-32NM,3348,-12254,80.0,80.0,80.0,80.0,0.0,0.0,0.03,0.01,0.0,0.05
32273,810161,8,14.83,2.3,0.34,0.0,0.0,0.0,,21.0,2010-01-13-C-32NM,3281,-12391,80.0,100.0,80.0,100.1,0.0,0.0,0.0,0.02,0.0,0.02
32273,810170,51,14.81,2.0,0.34,0.0,0.0,0.0,,16.0,2010-01-13-C-32NM,3281,-12391,80.0,100.0,80.0,100.1,0.0,0.0,0.0,0.0,0.01,0.01
32273,810172,64,14.54,2.4,0.36,0.03,0.2,0.0,,14.0,2010-01-13-C-32NM,3281,-12391,80.0,100.0,80.0,100.1,0.0,0.0,0.01,0.0,0.0,0.01
32275,810202,2,14.37,3.7,0.44,0.17,1.3,0.04,,24.0,2010-01-13-C-32NM,3427,-12002,81.8,46.9,81.8,46.9,0.0,0.16,1.06,3.9,1.35,6.46
32275,810205,19,13.87,3.5,0.46,0.12,1.4,0.04,,22.0,2010-01-13-C-32NM,3427,-12002,81.8,46.9,81.8,46.9,0.0,0.0,2.54,1.01,0.3,3.85
32275,810207,29,13.84,3.5,0.47,0.13,1.5,0.06,,21.0,2010-01-13-C-32NM,3427,-12002,81.8,46.9,81.8,46.9,0.0,0.0,0.92,0.13,0.99,2.04
32304,810951,10,15.87,2.2,0.36,0.0,0.0,0.0,,19.0,2010-01-13-C-32NM,3318,-11839,90.0,37.0,90.0,37.0,0.0,0.03,0.0,0.03,0.0,0.06
32304,810955,50,13.79,5.5,0.69,0.06,4.1,0.0,,15.0,2010-01-13-C-32NM,3318,-11839,90.0,37.0,90.0,37.0,0.0,0.0,0.11,0.01,0.15,0.27
32304,810957,71,12.91,9.8,1.06,0.02,9.3,0.0,,13.0,2010-01-13-C-32NM,3318,-11839,90.0,37.0,90.0,37.0,0.0,0.05,0.05,0.0,0.0,0.09
32306,811013,9,14.65,2.6,0.35,0.01,0.1,0.0,,19.0,2010-01-13-C-32NM,3266,-11947,90.0,53.0,90.0,52.8,0.0,0.09,0.0,0.0,0.0,0.09
32306,811018,33,13.13,6.4,0.75,0.23,5.6,0.0,,17.0,2010-01-13-C-32NM,3266,-11947,90.0,53.0,90.0,52.8,0.0,0.0,0.1,0.04,0.01,0.15
32306,811019,40,12.78,7.4,0.83,0.19,7.2,0.0,,16.0,2010-01-13-C-32NM,3266,-11947,90.0,53.0,90.0,52.8,0.0,0.0,0.14,0.0,2.2,2.34
32308,811078,10,15.07,2.5,0.38,0.0,0.0,0.0,,19.0,2010-01-13-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.0,0.06,0.0,0.06
32308,811081,41,14.57,2.7,0.38,0.0,0.0,0.05,,16.0,2010-01-13-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.07,0.01,0.0,0.04,0.11
32308,811082,49,13.85,3.4,0.49,0.27,1.1,0.07,,15.0,2010-01-13-C-32NM,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.01,0.03,0.02,0.05
32310,811141,11,14.96,2.5,0.35,0.0,0.0,0.0,,23.0,2010-01-13-C-32NM,3143,-12198,90.0,90.0,90.0,89.8,0.0,0.0,0.08,0.0,0.0,0.08
32310,811144,31,14.4,2.7,0.38,0.0,0.0,0.0,,21.0,2010-01-13-C-32NM,3143,-12198,90.0,90.0,90.0,89.8,0.0,0.0,0.08,1.5,0.0,1.58
32310,811146,50,13.53,3.6,0.51,0.36,1.3,0.15,,19.0,2010-01-13-C-32NM,3143,-12198,90.0,90.0,90.0,89.8,0.0,0.0,0.0,0.0,0.32,0.32
32314,811269,13,16.4,1.9,0.33,0.0,0.0,0.0,,21.0,2010-01-13-C-32NM,3041,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.02,0.0,0.0,0.02
32314,811273,38,16.4,2.0,0.34,0.0,0.0,0.0,,19.0,2010-01-13-C-32NM,3041,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
32314,811279,76,11.97,5.8,0.73,0.12,5.0,0.0,,15.0,2010-01-13-C-32NM,3041,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.13,0.04,0.02,0.19
32341,811900,15,10.44,20.5,1.52,0.19,18.4,0.31,,11.0,2010-04-27-C-31FN,3432,-12078,80.0,55.0,80.0,54.8,0.0,5.51,8.43,6.37,0.16,20.47
32341,811904,45,10.42,21.2,1.55,0.2,18.9,0.4,,9.0,2010-04-27-C-31FN,3432,-12078,80.0,55.0,80.0,54.8,0.52,0.0,12.63,0.78,0.0,13.93
32341,811907,75,10.23,26.0,1.82,0.29,22.2,0.62,,7.0,2010-04-27-C-31FN,3432,-12078,80.0,55.0,80.0,54.8,0.0,0.23,1.84,2.54,0.0,4.61
32343,811943,9,13.95,3.3,0.36,0.01,0.1,0.0,,11.0,2010-04-27-C-31FN,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.2,0.03,0.14,1.25,1.62
32343,811947,30,13.93,3.3,0.35,0.01,0.1,0.06,,9.0,2010-04-27-C-31FN,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.07,0.3,0.76,0.87,2.01
32343,811948,48,13.85,3.2,0.36,0.02,0.1,0.12,,8.0,2010-04-27-C-31FN,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.0,0.22,0.09,0.11,0.42
32344,811967,16,14.07,2.8,0.34,0.0,0.0,0.0,,11.0,2010-04-27-C-31FN,3350,-12253,80.0,80.0,79.9,79.9,0.0,0.0,0.13,0.17,0.02,0.32
32344,811970,45,13.95,3.0,0.35,0.01,0.0,0.05,,9.0,2010-04-27-C-31FN,3350,-12253,80.0,80.0,79.9,79.9,0.0,0.0,0.08,0.07,0.01,0.16
32344,811972,60,13.67,3.2,0.38,0.07,0.1,0.2,,8.0,2010-04-27-C-31FN,3350,-12253,80.0,80.0,79.9,79.9,0.0,0.0,0.02,0.06,0.06,0.14
32346,812009,11,11.93,4.0,0.65,0.16,3.4,0.11,,11.0,2010-04-27-C-31FN,3428,-12002,81.8,46.9,81.8,46.8,0.0,155.62,84.61,56.79,38.57,335.59
32346,812011,30,10.07,23.7,1.8,0.18,20.9,0.73,,9.0,2010-04-27-C-31FN,3428,-12002,81.8,46.9,81.8,46.8,0.61,10.07,48.4,21.18,52.66,132.92
32346,812012,40,9.64,32.2,2.18,0.1,27.3,0.0,,8.0,2010-04-27-C-31FN,3428,-12002,81.8,46.9,81.8,46.8,0.0,0.0,6.39,2.08,0.5,8.97
32378,812585,10,15.2,2.2,0.37,0.01,0.1,0.15,,11.0,2010-04-27-C-31FN,3319,-11838,90.0,37.0,90.0,36.8,0.0,0.0,1.55,0.28,1.03,2.86
32378,812587,30,14.35,3.8,0.45,0.1,1.1,0.14,,9.0,2010-04-27-C-31FN,3319,-11838,90.0,37.0,90.0,36.8,0.0,0.0,0.79,0.82,0.54,2.15
32380,812623,10,14.13,2.4,0.42,0.03,0.4,0.06,,11.0,2010-04-27-C-31FN,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.05,0.15,0.01,0.21
32380,812625,30,13.13,4.7,0.6,0.12,3.0,0.1,,9.0,2010-04-27-C-31FN,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.26,0.0,0.04,0.1,0.4
32380,812627,75,11.05,10.4,1.12,0.03,11.7,0.0,,7.0,2010-04-27-C-31FN,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.0,0.05,0.01,0.03,0.09
32382,812659,14,14.61,2.4,0.36,0.0,0.0,0.0,,11.0,2010-04-27-C-31FN,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.01,0.11,0.0,0.12
32382,812663,45,14.31,2.7,0.37,0.01,0.0,0.06,,9.0,2010-04-27-C-31FN,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.01,0.11,0.01,0.12
32382,812665,59,14.16,2.7,0.38,0.02,0.1,0.09,,8.0,2010-04-27-C-31FN,3208,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.02,0.06,2.44,2.52
32383,812682,15,14.8,2.7,0.37,0.0,0.0,0.0,,11.0,2010-04-27-C-31FN,3142,-12200,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.05,0.03,0.08
32383,812686,45,14.73,2.6,0.36,0.0,0.0,0.0,,9.0,2010-04-27-C-31FN,3142,-12200,90.0,90.0,90.0,90.0,0.0,0.0,0.01,0.06,0.0,0.07
32383,812689,75,13.58,2.6,0.47,0.25,0.6,0.15,,7.0,2010-04-27-C-31FN,3142,-12200,90.0,90.0,90.0,90.0,0.0,0.0,0.01,0.06,0.01,0.08
32386,812756,16,15.73,2.0,0.35,0.0,0.0,0.09,,11.0,2010-04-27-C-31FN,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.06,0.07,0.01,0.13
32386,812759,45,15.71,1.5,0.33,0.0,0.0,0.07,,9.0,2010-04-27-C-31FN,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.01,0.02,0.03,5.22,5.28
32386,812761,59,14.25,2.4,0.38,0.0,0.0,0.06,,8.0,2010-04-27-C-31FN,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.19,0.01,0.04,0.0,0.23
32417,813365,10,15.0,0.5,0.39,0.12,1.3,0.1,,19.0,2010-07-30-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,0.47,0.61,5.13,6.22
32417,813367,20,13.4,2.5,0.69,0.46,5.6,0.9,,18.0,2010-07-30-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,0.85,0.36,11.64,12.86
32417,813368,30,11.92,8.3,1.22,0.39,13.3,0.28,,17.0,2010-07-30-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,0.09,0.23,0.06,0.37
32419,813423,10,15.61,1.3,0.36,0.03,0.1,0.09,,19.0,2010-07-30-C-32NM,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.12,0.5,0.15,3.14,3.91
32419,813424,20,12.48,4.6,0.66,0.39,3.8,0.19,,18.0,2010-07-30-C-32NM,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.39,0.29,1.03,0.07,1.78
32419,813426,40,11.68,9.6,1.04,0.4,10.6,0.0,,16.0,2010-07-30-C-32NM,3382,-12184,80.0,70.0,80.0,70.0,0.0,0.0,0.08,0.25,0.06,0.39
32420,813451,10,14.7,3.4,0.45,0.06,0.9,0.09,,20.0,2010-07-30-C-32NM,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.03,0.07,0.0,0.1
32420,813452,20,14.55,3.4,0.52,0.12,2.1,0.08,,19.0,2010-07-30-C-32NM,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.57,0.57
32420,813455,39,12.01,5.6,0.74,0.38,4.5,0.17,,17.0,2010-07-30-C-32NM,3348,-12253,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.18,0.56,0.74
32422,813537,10,17.81,2.4,0.28,0.0,0.0,0.0,,19.0,2010-07-30-C-32NM,3283,-12391,80.0,100.0,80.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0
32422,813544,74,15.1,2.7,0.23,0.0,0.0,0.04,,14.0,2010-07-30-C-32NM,3283,-12391,80.0,100.0,80.0,99.9,0.02,0.0,0.0,0.02,0.01,0.05
32422,813547,100,13.94,3.3,0.33,0.17,0.6,0.0,,12.0,2010-07-30-C-32NM,3283,-12391,80.0,100.0,80.0,99.9,0.0,0.0,0.02,0.02,0.0,0.04
32424,813571,10,14.63,0.5,0.19,0.04,0.2,0.07,,23.0,2010-07-30-C-32NM,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.0,0.53,0.36,23.26,24.15
32424,813572,20,11.91,14.1,1.45,0.44,14.4,1.96,,22.0,2010-07-30-C-32NM,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.05,0.01,0.08,1.11,1.26
32424,813573,30,10.83,20.1,1.74,0.44,20.5,0.43,,21.0,2010-07-30-C-32NM,3428,-12002,81.8,46.9,81.8,46.9,0.0,0.0,0.02,0.27,0.21,0.51
32455,814297,8,18.61,1.3,0.24,0.0,0.0,0.33,,22.0,2010-07-30-C-32NM,3319,-11838,90.0,37.0,90.0,37.0,0.0,0.07,0.0,0.0,0.0,0.07
32455,814301,27,13.39,3.8,0.75,0.37,5.8,0.1,,20.0,2010-07-30-C-32NM,3319,-11838,90.0,37.0,90.0,37.0,0.0,0.0,0.25,0.08,0.01,0.34
32455,814304,41,11.6,10.1,1.19,0.22,13.1,0.07,,18.0,2010-07-30-C-32NM,3319,-11838,90.0,37.0,90.0,37.0,0.0,0.0,0.22,0.06,0.03,0.31
32458,814374,10,16.54,1.4,0.37,0.05,1.3,0.3,,19.0,2010-07-30-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.78,0.76,0.32,0.0,1.87
32458,814375,20,15.34,0.8,0.56,0.14,3.3,0.9,,18.0,2010-07-30-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.05,2.8,3.07,0.07,5.99
32458,814377,40,11.19,18.4,1.62,0.37,19.0,0.28,,16.0,2010-07-30-C-32NM,3265,-11948,90.0,53.0,90.0,53.0,0.0,0.7,0.02,0.12,0.73,1.57
32460,814433,10,16.7,2.8,0.34,0.0,0.0,0.08,,21.0,2010-07-30-C-32NM,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.02,0.0,0.0,0.02
32460,814440,44,15.05,3.4,0.4,0.02,0.5,0.1,,16.0,2010-07-30-C-32NM,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.04,0.04,0.0,0.09
32460,814443,65,13.76,3.7,0.55,0.5,2.1,0.0,,14.0,2010-07-30-C-32NM,3209,-12064,90.0,70.0,90.0,70.0,0.0,0.0,0.05,0.15,0.01,0.21
32462,814496,10,17.79,2.4,0.32,0.0,0.0,0.05,,22.0,2010-07-30-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.02,0.0,0.0,0.0,0.02
32462,814500,40,15.94,2.4,0.32,0.0,0.0,0.05,,20.0,2010-07-30-C-32NM,3142,-12199,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
32465,814609,10,18.41,2.3,0.31,0.0,0.0,0.04,,19.0,2010-07-30-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.06,0.0,0.0,0.06
32465,814613,40,15.62,2.3,0.33,0.0,0.0,0.0,,17.0,2010-07-30-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
32465,814619,87,13.12,5.0,0.67,0.02,4.6,0.0,,13.0,2010-07-30-C-32NM,3042,-12400,90.0,120.0,90.0,120.0,0.0,0.0,0.0,0.0,0.1,0.1
32496,815463,10,14.35,2.4,0.57,0.13,3.3,0.37,,19.0,2010-10-28-C-32NM,3432,-12080,80.0,55.0,80.0,55.0,0.0,0.0,1.57,7.14,43.6,52.31
